===2023-08-07 14:23:01===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[14,18,24,31,40,52,68,88,113,146,12,22,40,72,128,11,115,58,
client_nums=[10,5,2,1,]
len_dataset=[1000,462,213,98,]
domain number = 4
============ Train epoch 0 ============
denominator: 38300.46875
 Site-photo                         | Train Loss: 1.9025 | Train Acc: 0.3571
 Best site-art_painting              | Epoch:1 | Val Acc: 0.2308
 Best site-art_painting              | Epoch:1 | Val Acc: 0.2553
 Best site-art_painting              | Epoch:1 | Val Acc: 0.2000
 Best site-cartoon                   | Epoch:1 | Val Acc: 0.1429
 Best site-cartoon                   | Epoch:1 | Val Acc: 0.2468
 Best site-sketch                    | Epoch:1 | Val Acc: 0.1795
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1/q-ffl...
============ Train epoch 2 ============
denominator: 36965.875
 Site-photo                         | Train Loss: 1.8051 | Train Acc: 0.6429
 Site-photo                         | Train Loss: 1.8162 | Train Acc: 0.5000
 Site-photo                         | Train Loss: 1.8161 | Train Acc: 0.6250
 Site-photo                         | Train Loss: 1.7762 | Train Acc: 0.6452
 Site-photo                         | Train Loss: 1.8181 | Train Acc: 0.5000
 Site-photo                         | Train Loss: 1.8117 | Train Acc: 0.5769
 Site-photo                         | Train Loss: 1.7840 | Train Acc: 0.6618
 Site-photo                         | Train Loss: 1.7872 | Train Acc: 0.5795
 Site-photo                         | Train Loss: 1.7945 | Train Acc: 0.6018
 Site-photo                         | Train Loss: 1.8117 | Train Acc: 0.5342
 Site-art_painting                  | Train Loss: 1.8791 | Train Acc: 0.5000
 Site-art_painting                  | Train Loss: 1.8963 | Train Acc: 0.5000
 Site-art_painting                  | Train Loss: 1.8796 | Train Acc: 0.2000
 Site-art_painting                  | Train Loss: 1.8660 | Train Acc: 0.3194
 Site-art_painting                  | Train Loss: 1.8914 | Train Acc: 0.2578
 Site-cartoon                       | Train Loss: 1.9327 | Train Acc: 0.2727
 Site-cartoon                       | Train Loss: 1.9242 | Train Acc: 0.2174
 Site-sketch                        | Train Loss: 1.9104 | Train Acc: 0.1724
Average Train Accuracy: 0.4615
 Site-photo                         | Val  Loss: 1.8458 | Val  Acc: 0.2222
 Site-photo                         | Val  Loss: 1.8119 | Val  Acc: 0.5833
 Site-photo                         | Val  Loss: 1.7731 | Val  Acc: 0.7500
 Site-photo                         | Val  Loss: 1.8211 | Val  Acc: 0.6190
 Site-photo                         | Val  Loss: 1.8169 | Val  Acc: 0.5926
 Site-photo                         | Val  Loss: 1.8152 | Val  Acc: 0.5714
 Site-photo                         | Val  Loss: 1.7826 | Val  Acc: 0.6667
 Site-photo                         | Val  Loss: 1.8030 | Val  Acc: 0.5172
 Site-photo                         | Val  Loss: 1.8099 | Val  Acc: 0.6533
 Site-photo                         | Val  Loss: 1.7975 | Val  Acc: 0.6186
 Site-art_painting                  | Val  Loss: 1.9127 | Val  Acc: 0.1250
 Site-art_painting                  | Val  Loss: 1.8994 | Val  Acc: 0.0667
 Site-art_painting                  | Val  Loss: 1.8662 | Val  Acc: 0.3462
 Site-art_painting                  | Val  Loss: 1.8905 | Val  Acc: 0.2979
 Site-art_painting                  | Val  Loss: 1.8865 | Val  Acc: 0.3176
 Site-cartoon                       | Val  Loss: 1.8824 | Val  Acc: 0.4286
 Site-cartoon                       | Val  Loss: 1.9177 | Val  Acc: 0.2468
 Site-sketch                        | Val  Loss: 1.9081 | Val  Acc: 0.2308
Average Valid Accuracy: 0.4363
 Best site-photo                     | Epoch:2 | Val Acc: 0.2222
 Best site-photo                     | Epoch:2 | Val Acc: 0.5833
 Best site-photo                     | Epoch:2 | Val Acc: 0.7500
 Best site-photo                     | Epoch:2 | Val Acc: 0.6190
 Best site-photo                     | Epoch:2 | Val Acc: 0.5926
 Best site-photo                     | Epoch:2 | Val Acc: 0.5714
 Best site-photo                     | Epoch:2 | Val Acc: 0.6667
 Best site-photo                     | Epoch:2 | Val Acc: 0.5172
 Best site-photo                     | Epoch:2 | Val Acc: 0.6533
 Best site-photo                     | Epoch:2 | Val Acc: 0.6186
 Best site-art_painting              | Epoch:2 | Val Acc: 0.1250
 Best site-art_painting              | Epoch:2 | Val Acc: 0.0667
 Best site-art_painting              | Epoch:2 | Val Acc: 0.3462
 Best site-art_painting              | Epoch:2 | Val Acc: 0.2979
 Best site-art_painting              | Epoch:2 | Val Acc: 0.3176
 Best site-cartoon                   | Epoch:2 | Val Acc: 0.4286
 Best site-cartoon                   | Epoch:2 | Val Acc: 0.2468
 Best site-sketch                    | Epoch:2 | Val Acc: 0.2308
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1/q-ffl...
============ Train epoch 3 ============
denominator: 36339.66015625
 Site-photo                         | Train Loss: 1.7495 | Train Acc: 0.7143
 Site-photo                         | Train Loss: 1.7878 | Train Acc: 0.6111
 Site-photo                         | Train Loss: 1.7707 | Train Acc: 0.7083
 Site-photo                         | Train Loss: 1.7268 | Train Acc: 0.7097
 Site-photo                         | Train Loss: 1.7726 | Train Acc: 0.6500
 Site-photo                         | Train Loss: 1.7673 | Train Acc: 0.7115
 Site-photo                         | Train Loss: 1.7186 | Train Acc: 0.7794
 Site-photo                         | Train Loss: 1.7614 | Train Acc: 0.7045
 Site-photo                         | Train Loss: 1.7495 | Train Acc: 0.7434
 Site-photo                         | Train Loss: 1.7590 | Train Acc: 0.6233
 Site-art_painting                  | Train Loss: 1.8705 | Train Acc: 0.5833
 Site-art_painting                  | Train Loss: 1.8708 | Train Acc: 0.5455
 Site-art_painting                  | Train Loss: 1.8486 | Train Acc: 0.3750
 Site-art_painting                  | Train Loss: 1.8315 | Train Acc: 0.4583
 Site-art_painting                  | Train Loss: 1.8680 | Train Acc: 0.3750
 Site-cartoon                       | Train Loss: 1.9399 | Train Acc: 0.1818
 Site-cartoon                       | Train Loss: 1.9058 | Train Acc: 0.2783
 Site-sketch                        | Train Loss: 1.9196 | Train Acc: 0.1379
Average Train Accuracy: 0.5495
 Site-photo                         | Val  Loss: 1.7999 | Val  Acc: 0.5556
 Site-photo                         | Val  Loss: 1.7859 | Val  Acc: 0.7500
 Site-photo                         | Val  Loss: 1.7142 | Val  Acc: 0.8125
 Site-photo                         | Val  Loss: 1.7776 | Val  Acc: 0.6190
 Site-photo                         | Val  Loss: 1.7646 | Val  Acc: 0.7037
 Site-photo                         | Val  Loss: 1.7556 | Val  Acc: 0.7429
 Site-photo                         | Val  Loss: 1.7305 | Val  Acc: 0.8222
 Site-photo                         | Val  Loss: 1.7479 | Val  Acc: 0.6724
 Site-photo                         | Val  Loss: 1.7704 | Val  Acc: 0.7200
 Site-photo                         | Val  Loss: 1.7524 | Val  Acc: 0.7010
 Site-art_painting                  | Val  Loss: 1.8689 | Val  Acc: 0.2500
 Site-art_painting                  | Val  Loss: 1.8741 | Val  Acc: 0.2000
 Site-art_painting                  | Val  Loss: 1.8670 | Val  Acc: 0.3077
 Site-art_painting                  | Val  Loss: 1.8639 | Val  Acc: 0.4043
 Site-art_painting                  | Val  Loss: 1.8507 | Val  Acc: 0.4235
 Site-cartoon                       | Val  Loss: 1.8968 | Val  Acc: 0.1429
 Site-cartoon                       | Val  Loss: 1.9054 | Val  Acc: 0.2727
 Site-sketch                        | Val  Loss: 1.9180 | Val  Acc: 0.1795
Average Valid Accuracy: 0.5155
 Best site-photo                     | Epoch:3 | Val Acc: 0.5556
 Best site-photo                     | Epoch:3 | Val Acc: 0.7500
 Best site-photo                     | Epoch:3 | Val Acc: 0.8125
 Best site-photo                     | Epoch:3 | Val Acc: 0.6190
 Best site-photo                     | Epoch:3 | Val Acc: 0.7037
 Best site-photo                     | Epoch:3 | Val Acc: 0.7429
 Best site-photo                     | Epoch:3 | Val Acc: 0.8222
 Best site-photo                     | Epoch:3 | Val Acc: 0.6724
 Best site-photo                     | Epoch:3 | Val Acc: 0.7200
 Best site-photo                     | Epoch:3 | Val Acc: 0.7010
 Best site-art_painting              | Epoch:3 | Val Acc: 0.2500
 Best site-art_painting              | Epoch:3 | Val Acc: 0.2000
 Best site-art_painting              | Epoch:3 | Val Acc: 0.3077
 Best site-art_painting              | Epoch:3 | Val Acc: 0.4043
 Best site-art_painting              | Epoch:3 | Val Acc: 0.4235
 Best site-cartoon                   | Epoch:3 | Val Acc: 0.1429
 Best site-cartoon                   | Epoch:3 | Val Acc: 0.2727
 Best site-sketch                    | Epoch:3 | Val Acc: 0.1795
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1/q-ffl...
============ Train epoch 4 ============
denominator: 35759.04296875
 Site-photo                         | Train Loss: 1.6986 | Train Acc: 0.8571
 Site-photo                         | Train Loss: 1.7200 | Train Acc: 0.8333
 Site-photo                         | Train Loss: 1.7264 | Train Acc: 0.7917
 Site-photo                         | Train Loss: 1.6661 | Train Acc: 0.8065
 Site-photo                         | Train Loss: 1.7268 | Train Acc: 0.8000
 Site-photo                         | Train Loss: 1.7221 | Train Acc: 0.8077
 Site-photo                         | Train Loss: 1.7102 | Train Acc: 0.8824
 Site-photo                         | Train Loss: 1.7175 | Train Acc: 0.8636
 Site-photo                         | Train Loss: 1.6992 | Train Acc: 0.8142
 Site-photo                         | Train Loss: 1.7117 | Train Acc: 0.7671
 Site-art_painting                  | Train Loss: 1.8289 | Train Acc: 0.5833
 Site-art_painting                  | Train Loss: 1.8556 | Train Acc: 0.4545
 Site-art_painting                  | Train Loss: 1.8253 | Train Acc: 0.4500
 Site-art_painting                  | Train Loss: 1.7990 | Train Acc: 0.5556
 Site-art_painting                  | Train Loss: 1.8428 | Train Acc: 0.4219
 Site-cartoon                       | Train Loss: 1.9130 | Train Acc: 0.2727
 Site-cartoon                       | Train Loss: 1.8952 | Train Acc: 0.3043
 Site-sketch                        | Train Loss: 1.9254 | Train Acc: 0.1379
Average Train Accuracy: 0.6335
 Site-photo                         | Val  Loss: 1.7666 | Val  Acc: 0.7778
 Site-photo                         | Val  Loss: 1.7486 | Val  Acc: 0.7500
 Site-photo                         | Val  Loss: 1.6777 | Val  Acc: 0.8750
 Site-photo                         | Val  Loss: 1.7169 | Val  Acc: 0.7143
 Site-photo                         | Val  Loss: 1.7263 | Val  Acc: 0.8519
 Site-photo                         | Val  Loss: 1.7134 | Val  Acc: 0.8571
 Site-photo                         | Val  Loss: 1.6810 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.7042 | Val  Acc: 0.7586
 Site-photo                         | Val  Loss: 1.7262 | Val  Acc: 0.8667
 Site-photo                         | Val  Loss: 1.7036 | Val  Acc: 0.8144
 Site-art_painting                  | Val  Loss: 1.8438 | Val  Acc: 0.3750
 Site-art_painting                  | Val  Loss: 1.8417 | Val  Acc: 0.4667
 Site-art_painting                  | Val  Loss: 1.8337 | Val  Acc: 0.4231
 Site-art_painting                  | Val  Loss: 1.8420 | Val  Acc: 0.3830
 Site-art_painting                  | Val  Loss: 1.8429 | Val  Acc: 0.4588
 Site-cartoon                       | Val  Loss: 1.9241 | Val  Acc: 0.0000
 Site-cartoon                       | Val  Loss: 1.8937 | Val  Acc: 0.2857
 Site-sketch                        | Val  Loss: 1.9093 | Val  Acc: 0.1795
Average Valid Accuracy: 0.5959
 Best site-photo                     | Epoch:4 | Val Acc: 0.7778
 Best site-photo                     | Epoch:4 | Val Acc: 0.7500
 Best site-photo                     | Epoch:4 | Val Acc: 0.8750
 Best site-photo                     | Epoch:4 | Val Acc: 0.7143
 Best site-photo                     | Epoch:4 | Val Acc: 0.8519
 Best site-photo                     | Epoch:4 | Val Acc: 0.8571
 Best site-photo                     | Epoch:4 | Val Acc: 0.8889
 Best site-photo                     | Epoch:4 | Val Acc: 0.7586
 Best site-photo                     | Epoch:4 | Val Acc: 0.8667
 Best site-photo                     | Epoch:4 | Val Acc: 0.8144
 Best site-art_painting              | Epoch:4 | Val Acc: 0.3750
 Best site-art_painting              | Epoch:4 | Val Acc: 0.4667
 Best site-art_painting              | Epoch:4 | Val Acc: 0.4231
 Best site-art_painting              | Epoch:4 | Val Acc: 0.3830
 Best site-art_painting              | Epoch:4 | Val Acc: 0.4588
 Best site-cartoon                   | Epoch:4 | Val Acc: 0.0000
 Best site-cartoon                   | Epoch:4 | Val Acc: 0.2857
 Best site-sketch                    | Epoch:4 | Val Acc: 0.1795
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1/q-ffl...
============ Train epoch 5 ============
denominator: 35007.3359375
 Site-photo                         | Train Loss: 1.6514 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.6715 | Train Acc: 0.8333
 Site-photo                         | Train Loss: 1.6722 | Train Acc: 0.9167
 Site-photo                         | Train Loss: 1.6195 | Train Acc: 0.9355
 Site-photo                         | Train Loss: 1.6799 | Train Acc: 0.8750
 Site-photo                         | Train Loss: 1.6806 | Train Acc: 0.8654
 Site-photo                         | Train Loss: 1.6008 | Train Acc: 0.9412
 Site-photo                         | Train Loss: 1.6448 | Train Acc: 0.9318
 Site-photo                         | Train Loss: 1.6501 | Train Acc: 0.9115
 Site-photo                         | Train Loss: 1.6739 | Train Acc: 0.8699
 Site-art_painting                  | Train Loss: 1.8005 | Train Acc: 0.7500
 Site-art_painting                  | Train Loss: 1.8389 | Train Acc: 0.5000
 Site-art_painting                  | Train Loss: 1.8168 | Train Acc: 0.4750
 Site-art_painting                  | Train Loss: 1.8033 | Train Acc: 0.5278
 Site-art_painting                  | Train Loss: 1.8240 | Train Acc: 0.4688
 Site-cartoon                       | Train Loss: 1.8872 | Train Acc: 0.3636
 Site-cartoon                       | Train Loss: 1.8773 | Train Acc: 0.3478
 Site-sketch                        | Train Loss: 1.9006 | Train Acc: 0.2069
Average Train Accuracy: 0.7067
 Site-photo                         | Val  Loss: 1.7087 | Val  Acc: 0.7778
 Site-photo                         | Val  Loss: 1.6916 | Val  Acc: 0.9167
 Site-photo                         | Val  Loss: 1.6276 | Val  Acc: 0.9375
 Site-photo                         | Val  Loss: 1.6622 | Val  Acc: 0.9048
 Site-photo                         | Val  Loss: 1.6610 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.6550 | Val  Acc: 0.9714
 Site-photo                         | Val  Loss: 1.6289 | Val  Acc: 0.9556
 Site-photo                         | Val  Loss: 1.6483 | Val  Acc: 0.8793
 Site-photo                         | Val  Loss: 1.6650 | Val  Acc: 0.9467
 Site-photo                         | Val  Loss: 1.6606 | Val  Acc: 0.8866
 Site-art_painting                  | Val  Loss: 1.7964 | Val  Acc: 0.5000
 Site-art_painting                  | Val  Loss: 1.8113 | Val  Acc: 0.4667
 Site-art_painting                  | Val  Loss: 1.8004 | Val  Acc: 0.6154
 Site-art_painting                  | Val  Loss: 1.8158 | Val  Acc: 0.5106
 Site-art_painting                  | Val  Loss: 1.8053 | Val  Acc: 0.4941
 Site-cartoon                       | Val  Loss: 1.9014 | Val  Acc: 0.1429
 Site-cartoon                       | Val  Loss: 1.8747 | Val  Acc: 0.3506
 Site-sketch                        | Val  Loss: 1.9083 | Val  Acc: 0.1538
Average Valid Accuracy: 0.6833
 Best site-photo                     | Epoch:5 | Val Acc: 0.7778
 Best site-photo                     | Epoch:5 | Val Acc: 0.9167
 Best site-photo                     | Epoch:5 | Val Acc: 0.9375
 Best site-photo                     | Epoch:5 | Val Acc: 0.9048
 Best site-photo                     | Epoch:5 | Val Acc: 0.8889
 Best site-photo                     | Epoch:5 | Val Acc: 0.9714
 Best site-photo                     | Epoch:5 | Val Acc: 0.9556
 Best site-photo                     | Epoch:5 | Val Acc: 0.8793
 Best site-photo                     | Epoch:5 | Val Acc: 0.9467
 Best site-photo                     | Epoch:5 | Val Acc: 0.8866
 Best site-art_painting              | Epoch:5 | Val Acc: 0.5000
 Best site-art_painting              | Epoch:5 | Val Acc: 0.4667
 Best site-art_painting              | Epoch:5 | Val Acc: 0.6154
 Best site-art_painting              | Epoch:5 | Val Acc: 0.5106
 Best site-art_painting              | Epoch:5 | Val Acc: 0.4941
 Best site-cartoon                   | Epoch:5 | Val Acc: 0.1429
 Best site-cartoon                   | Epoch:5 | Val Acc: 0.3506
 Best site-sketch                    | Epoch:5 | Val Acc: 0.1538
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_1/q-ffl...
============ Train epoch 6 ============
denominator: 34369.6953125
 Site-photo                         | Train Loss: 1.5991 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.6461 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 1.6486 | Train Acc: 0.8750
 Site-photo                         | Train Loss: 1.5808 | Train Acc: 0.9677
 Site-photo                         | Train Loss: 1.6446 | Train Acc: 0.8750
 Site-photo                         | Train Loss: 1.6277 | Train Acc: 0.9423
 Site-photo                         | Train Loss: 1.5756 | Train Acc: 0.9853
 Site-photo                         | Train Loss: 1.6122 | Train Acc: 0.9659
 Site-photo                         | Train Loss: 1.6046 | Train Acc: 0.9292
 Site-photo                         | Train Loss: 1.6136 | Train Acc: 0.9384
 Site-art_painting                  | Train Loss: 1.7898 | Train Acc: 0.5000
 Site-art_painting                  | Train Loss: 1.8271 | Train Acc: 0.5909
 Site-art_painting                  | Train Loss: 1.8005 | Train Acc: 0.5000
 Site-art_painting                  | Train Loss: 1.7912 | Train Acc: 0.5556
 Site-art_painting                  | Train Loss: 1.7904 | Train Acc: 0.5625
 Site-cartoon                       | Train Loss: 1.8716 | Train Acc: 0.3636
 Site-cartoon                       | Train Loss: 1.8600 | Train Acc: 0.3826
 Site-sketch                        | Train Loss: 1.9087 | Train Acc: 0.1552
Average Train Accuracy: 0.7241
 Site-photo                         | Val  Loss: 1.7024 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.6543 | Val  Acc: 0.9167
 Site-photo                         | Val  Loss: 1.5701 | Val  Acc: 0.9375
 Site-photo                         | Val  Loss: 1.6223 | Val  Acc: 0.8571
 Site-photo                         | Val  Loss: 1.6390 | Val  Acc: 0.8519
 Site-photo                         | Val  Loss: 1.6177 | Val  Acc: 0.9429
 Site-photo                         | Val  Loss: 1.5899 | Val  Acc: 0.9556
 Site-photo                         | Val  Loss: 1.6098 | Val  Acc: 0.9483
 Site-photo                         | Val  Loss: 1.6177 | Val  Acc: 0.9600
 Site-photo                         | Val  Loss: 1.6046 | Val  Acc: 0.9278
 Site-art_painting                  | Val  Loss: 1.8003 | Val  Acc: 0.5000
 Site-art_painting                  | Val  Loss: 1.7730 | Val  Acc: 0.6000
 Site-art_painting                  | Val  Loss: 1.7656 | Val  Acc: 0.6154
 Site-art_painting                  | Val  Loss: 1.7866 | Val  Acc: 0.5745
 Site-art_painting                  | Val  Loss: 1.7838 | Val  Acc: 0.4471
 Site-cartoon                       | Val  Loss: 1.8751 | Val  Acc: 0.2857
 Site-cartoon                       | Val  Loss: 1.8579 | Val  Acc: 0.4026
 Site-sketch                        | Val  Loss: 1.8951 | Val  Acc: 0.2564
Average Valid Accuracy: 0.7149
 Best site-photo                     | Epoch:6 | Val Acc: 0.8889
 Best site-photo                     | Epoch:6 | Val Acc: 0.9167
 Best site-photo                     | Epoch:6 | Val Acc: 0.9375
 Best site-photo                     | Epoch:6 | Val Acc: 0.8571
 Best site-photo                     | Epoch:6 | Val Acc: 0.8519
 Best site-photo                     | Epoch:6 | Val Acc: 0.9429
 Best site-photo                     | Epoch:6 | Val Acc: 0.9556
 Best site-photo                     | Epoch:6 | Val Acc: 0.9483
 Best site-photo                     | Epoch:6 | Val Acc: 0.9600
 Best site-photo                     | Epoch:6 | Val Acc: 0.9278
 Best site-art_painting              | Epoch:6 | Val Acc: 0.5000
 Best site-art_painting              | Epoch:6 | Val Acc: 0.6000
 Best site-art_painting              | Epoch:6 | Val Acc: 0.6154
 Best site-art_painting              | Epoch:6 | Val Acc: 0.5745
 Best site-art_painting              | Epoch:6 | Val Acc: 0.4471
