===2023-08-10 18:13:54===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[14,18,24,31,40,52,68,88,113,146,12,22,40,72,128,11,115,58,
client_nums=[10,5,2,1,]
len_dataset=[1000,462,213,98,]
domain number = 4
============ Train epoch 0 ============
denominator: 38237.33203125
 Site-photo                         | Train Loss: 1.8834 | Train Acc: 0.2143
 Site-art_painting                  | Val  Loss: 1.8923 | Val  Acc: 0.3462
 Site-art_painting                  | Val  Loss: 1.8912 | Val  Acc: 0.2979
 Site-art_painting                  | Val  Loss: 1.9051 | Val  Acc: 0.2118
 Site-cartoon                       | Val  Loss: 1.9136 | Val  Acc: 0.0000
 Site-cartoon                       | Val  Loss: 1.9400 | Val  Acc: 0.1558
 Site-sketch                        | Val  Loss: 1.9626 | Val  Acc: 0.0769
Average Valid Accuracy: 0.1985
 Best site-photo                     | Epoch:0 | Val Acc: 0.0000
 Best site-photo                     | Epoch:0 | Val Acc: 0.1667
 Best site-photo                     | Epoch:0 | Val Acc: 0.3125
 Best site-photo                     | Epoch:0 | Val Acc: 0.1905
 Best site-photo                     | Epoch:0 | Val Acc: 0.2222
 Best site-photo                     | Epoch:0 | Val Acc: 0.2286
 Best site-photo                     | Epoch:0 | Val Acc: 0.2222
 Best site-photo                     | Epoch:0 | Val Acc: 0.3448
 Best site-photo                     | Epoch:0 | Val Acc: 0.2400
 Best site-photo                     | Epoch:0 | Val Acc: 0.2990
 Best site-art_painting              | Epoch:0 | Val Acc: 0.1250
 Best site-art_painting              | Epoch:0 | Val Acc: 0.1333
 Best site-art_painting              | Epoch:0 | Val Acc: 0.3462
 Best site-art_painting              | Epoch:0 | Val Acc: 0.2979
 Best site-art_painting              | Epoch:0 | Val Acc: 0.2118
 Best site-cartoon                   | Epoch:0 | Val Acc: 0.0000
 Best site-cartoon                   | Epoch:0 | Val Acc: 0.1558
 Best site-sketch                    | Epoch:0 | Val Acc: 0.0769
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/q-ffl...
============ Train epoch 1 ============
denominator: 37475.640625
 Site-photo                         | Train Loss: 1.7951 | Train Acc: 0.7143
 Site-photo                         | Train Loss: 1.8807 | Train Acc: 0.5556
 Site-photo                         | Train Loss: 1.8875 | Train Acc: 0.4167
 Site-photo                         | Train Loss: 1.8194 | Train Acc: 0.6774
 Site-photo                         | Train Loss: 1.8505 | Train Acc: 0.5750
 Site-photo                         | Train Loss: 1.8389 | Train Acc: 0.4615
 Site-photo                         | Train Loss: 1.8535 | Train Acc: 0.4706
 Site-photo                         | Train Loss: 1.8411 | Train Acc: 0.4886
 Site-photo                         | Train Loss: 1.8612 | Train Acc: 0.4602
 Site-photo                         | Train Loss: 1.8464 | Train Acc: 0.5068
 Site-art_painting                  | Train Loss: 1.8929 | Train Acc: 0.4167
 Site-art_painting                  | Train Loss: 1.8921 | Train Acc: 0.2727
 Site-art_painting                  | Train Loss: 1.8937 | Train Acc: 0.3500
 Site-art_painting                  | Train Loss: 1.8619 | Train Acc: 0.3611
 Site-art_painting                  | Train Loss: 1.8806 | Train Acc: 0.3203
 Site-cartoon                       | Train Loss: 1.9397 | Train Acc: 0.1818
 Site-cartoon                       | Train Loss: 1.9185 | Train Acc: 0.2348
 Site-sketch                        | Train Loss: 1.9605 | Train Acc: 0.0862
Average Train Accuracy: 0.4195
 Site-photo                         | Val  Loss: 1.8767 | Val  Acc: 0.3333
 Site-photo                         | Val  Loss: 1.8761 | Val  Acc: 0.3333
 Site-photo                         | Val  Loss: 1.8794 | Val  Acc: 0.3750
 Site-photo                         | Val  Loss: 1.8795 | Val  Acc: 0.4762
 Site-photo                         | Val  Loss: 1.8511 | Val  Acc: 0.4074
 Site-photo                         | Val  Loss: 1.8608 | Val  Acc: 0.4000
 Site-photo                         | Val  Loss: 1.8618 | Val  Acc: 0.4000
 Site-photo                         | Val  Loss: 1.8486 | Val  Acc: 0.5345
 Site-photo                         | Val  Loss: 1.8464 | Val  Acc: 0.5333
 Site-photo                         | Val  Loss: 1.8497 | Val  Acc: 0.5155
 Site-art_painting                  | Val  Loss: 1.9030 | Val  Acc: 0.2500
 Site-art_painting                  | Val  Loss: 1.8786 | Val  Acc: 0.2667
 Site-art_painting                  | Val  Loss: 1.8731 | Val  Acc: 0.3846
 Site-art_painting                  | Val  Loss: 1.8752 | Val  Acc: 0.4043
 Site-art_painting                  | Val  Loss: 1.8753 | Val  Acc: 0.3529
 Site-cartoon                       | Val  Loss: 1.8861 | Val  Acc: 0.1429
 Site-cartoon                       | Val  Loss: 1.9031 | Val  Acc: 0.2727
 Site-sketch                        | Val  Loss: 1.9550 | Val  Acc: 0.0513
Average Valid Accuracy: 0.3574
 Best site-photo                     | Epoch:1 | Val Acc: 0.3333
 Best site-photo                     | Epoch:1 | Val Acc: 0.3333
 Best site-photo                     | Epoch:1 | Val Acc: 0.3750
 Best site-photo                     | Epoch:1 | Val Acc: 0.4762
 Best site-photo                     | Epoch:1 | Val Acc: 0.4074
 Best site-photo                     | Epoch:1 | Val Acc: 0.4000
 Best site-photo                     | Epoch:1 | Val Acc: 0.4000
 Best site-photo                     | Epoch:1 | Val Acc: 0.5345
 Best site-photo                     | Epoch:1 | Val Acc: 0.5333
 Best site-photo                     | Epoch:1 | Val Acc: 0.5155
 Best site-art_painting              | Epoch:1 | Val Acc: 0.2500
 Best site-art_painting              | Epoch:1 | Val Acc: 0.2667
 Best site-art_painting              | Epoch:1 | Val Acc: 0.3846
 Best site-art_painting              | Epoch:1 | Val Acc: 0.4043
 Best site-art_painting              | Epoch:1 | Val Acc: 0.3529
 Best site-cartoon                   | Epoch:1 | Val Acc: 0.1429
 Best site-cartoon                   | Epoch:1 | Val Acc: 0.2727
 Best site-sketch                    | Epoch:1 | Val Acc: 0.0513
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/q-ffl...
============ Train epoch 2 ============
denominator: 36901.921875
 Site-photo                         | Train Loss: 1.7228 | Train Acc: 0.9286
 Site-photo                         | Train Loss: 1.8291 | Train Acc: 0.7222
 Site-photo                         | Train Loss: 1.8199 | Train Acc: 0.5833
 Site-photo                         | Train Loss: 1.7659 | Train Acc: 0.8065
 Site-photo                         | Train Loss: 1.7969 | Train Acc: 0.7250
 Site-photo                         | Train Loss: 1.8021 | Train Acc: 0.5192
 Site-photo                         | Train Loss: 1.8135 | Train Acc: 0.6176
 Site-photo                         | Train Loss: 1.7935 | Train Acc: 0.7045
 Site-photo                         | Train Loss: 1.8060 | Train Acc: 0.7080
 Site-photo                         | Train Loss: 1.8075 | Train Acc: 0.6849
 Site-art_painting                  | Train Loss: 1.8946 | Train Acc: 0.3333
 Site-art_painting                  | Train Loss: 1.8870 | Train Acc: 0.2727
 Site-art_painting                  | Train Loss: 1.8614 | Train Acc: 0.4750
 Site-art_painting                  | Train Loss: 1.8466 | Train Acc: 0.3750
 Site-art_painting                  | Train Loss: 1.8369 | Train Acc: 0.4609
 Site-cartoon                       | Train Loss: 1.8500 | Train Acc: 0.4545
 Site-cartoon                       | Train Loss: 1.9145 | Train Acc: 0.1652
 Site-sketch                        | Train Loss: 1.9586 | Train Acc: 0.1034
Average Train Accuracy: 0.5356
 Site-photo                         | Val  Loss: 1.8373 | Val  Acc: 0.6667
 Site-photo                         | Val  Loss: 1.8378 | Val  Acc: 0.5000
 Site-photo                         | Val  Loss: 1.8322 | Val  Acc: 0.5625
 Site-photo                         | Val  Loss: 1.8567 | Val  Acc: 0.7619
 Site-photo                         | Val  Loss: 1.8064 | Val  Acc: 0.7778
 Site-photo                         | Val  Loss: 1.8070 | Val  Acc: 0.6000
 Site-photo                         | Val  Loss: 1.8078 | Val  Acc: 0.7333
 Site-photo                         | Val  Loss: 1.7945 | Val  Acc: 0.7414
 Site-photo                         | Val  Loss: 1.7897 | Val  Acc: 0.7067
 Site-photo                         | Val  Loss: 1.8050 | Val  Acc: 0.7216
 Site-art_painting                  | Val  Loss: 1.8583 | Val  Acc: 0.3750
 Site-art_painting                  | Val  Loss: 1.8743 | Val  Acc: 0.4000
 Site-art_painting                  | Val  Loss: 1.8536 | Val  Acc: 0.4615
 Site-art_painting                  | Val  Loss: 1.8480 | Val  Acc: 0.3830
 Site-art_painting                  | Val  Loss: 1.8631 | Val  Acc: 0.3529
 Site-cartoon                       | Val  Loss: 1.8849 | Val  Acc: 0.1429
 Site-cartoon                       | Val  Loss: 1.9088 | Val  Acc: 0.2208
 Site-sketch                        | Val  Loss: 1.9366 | Val  Acc: 0.1026
Average Valid Accuracy: 0.5117
 Best site-photo                     | Epoch:2 | Val Acc: 0.6667
 Best site-photo                     | Epoch:2 | Val Acc: 0.5000
 Best site-photo                     | Epoch:2 | Val Acc: 0.5625
 Best site-photo                     | Epoch:2 | Val Acc: 0.7619
 Best site-photo                     | Epoch:2 | Val Acc: 0.7778
 Best site-photo                     | Epoch:2 | Val Acc: 0.6000
 Best site-photo                     | Epoch:2 | Val Acc: 0.7333
 Best site-photo                     | Epoch:2 | Val Acc: 0.7414
 Best site-photo                     | Epoch:2 | Val Acc: 0.7067
 Best site-photo                     | Epoch:2 | Val Acc: 0.7216
 Best site-art_painting              | Epoch:2 | Val Acc: 0.3750
 Best site-art_painting              | Epoch:2 | Val Acc: 0.4000
 Best site-art_painting              | Epoch:2 | Val Acc: 0.4615
 Best site-art_painting              | Epoch:2 | Val Acc: 0.3830
 Best site-art_painting              | Epoch:2 | Val Acc: 0.3529
 Best site-cartoon                   | Epoch:2 | Val Acc: 0.1429
 Best site-cartoon                   | Epoch:2 | Val Acc: 0.2208
 Best site-sketch                    | Epoch:2 | Val Acc: 0.1026
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/q-ffl...
============ Train epoch 3 ============
denominator: 36155.73046875
 Site-photo                         | Train Loss: 1.6813 | Train Acc: 0.9286
 Site-photo                         | Train Loss: 1.7855 | Train Acc: 0.7778
 Site-photo                         | Train Loss: 1.7691 | Train Acc: 0.7917
 Site-photo                         | Train Loss: 1.7086 | Train Acc: 0.8387
 Site-photo                         | Train Loss: 1.7445 | Train Acc: 0.8750
 Site-photo                         | Train Loss: 1.7484 | Train Acc: 0.8077
 Site-photo                         | Train Loss: 1.7453 | Train Acc: 0.7941
 Site-photo                         | Train Loss: 1.7362 | Train Acc: 0.8409
 Site-photo                         | Train Loss: 1.7589 | Train Acc: 0.8053
 Site-photo                         | Train Loss: 1.7535 | Train Acc: 0.8082
 Site-art_painting                  | Train Loss: 1.8279 | Train Acc: 0.5000
 Site-art_painting                  | Train Loss: 1.8506 | Train Acc: 0.3636
 Site-art_painting                  | Train Loss: 1.8198 | Train Acc: 0.5750
 Site-art_painting                  | Train Loss: 1.8485 | Train Acc: 0.4722
 Site-art_painting                  | Train Loss: 1.8225 | Train Acc: 0.4375
 Site-cartoon                       | Train Loss: 1.9071 | Train Acc: 0.2727
 Site-cartoon                       | Train Loss: 1.8940 | Train Acc: 0.3043
 Site-sketch                        | Train Loss: 1.9537 | Train Acc: 0.0517
Average Train Accuracy: 0.6247
 Site-photo                         | Val  Loss: 1.7569 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.7722 | Val  Acc: 0.7500
 Site-photo                         | Val  Loss: 1.7984 | Val  Acc: 0.6875
 Site-photo                         | Val  Loss: 1.7840 | Val  Acc: 0.9048
 Site-photo                         | Val  Loss: 1.7536 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.7429 | Val  Acc: 0.8857
 Site-photo                         | Val  Loss: 1.7613 | Val  Acc: 0.7778
 Site-photo                         | Val  Loss: 1.7503 | Val  Acc: 0.8103
 Site-photo                         | Val  Loss: 1.7349 | Val  Acc: 0.7600
 Site-photo                         | Val  Loss: 1.7562 | Val  Acc: 0.8144
 Site-art_painting                  | Val  Loss: 1.7925 | Val  Acc: 0.3750
 Site-art_painting                  | Val  Loss: 1.8713 | Val  Acc: 0.4667
 Site-art_painting                  | Val  Loss: 1.8131 | Val  Acc: 0.5000
 Site-art_painting                  | Val  Loss: 1.8115 | Val  Acc: 0.4681
 Site-art_painting                  | Val  Loss: 1.8322 | Val  Acc: 0.4353
 Site-cartoon                       | Val  Loss: 1.8791 | Val  Acc: 0.2857
 Site-cartoon                       | Val  Loss: 1.8736 | Val  Acc: 0.3377
 Site-sketch                        | Val  Loss: 1.9406 | Val  Acc: 0.0769
Average Valid Accuracy: 0.6174
 Best site-photo                     | Epoch:3 | Val Acc: 0.8889
 Best site-photo                     | Epoch:3 | Val Acc: 0.7500
 Best site-photo                     | Epoch:3 | Val Acc: 0.6875
 Best site-photo                     | Epoch:3 | Val Acc: 0.9048
 Best site-photo                     | Epoch:3 | Val Acc: 0.8889
 Best site-photo                     | Epoch:3 | Val Acc: 0.8857
 Best site-photo                     | Epoch:3 | Val Acc: 0.7778
 Best site-photo                     | Epoch:3 | Val Acc: 0.8103
 Best site-photo                     | Epoch:3 | Val Acc: 0.7600
 Best site-photo                     | Epoch:3 | Val Acc: 0.8144
 Best site-art_painting              | Epoch:3 | Val Acc: 0.3750
 Best site-art_painting              | Epoch:3 | Val Acc: 0.4667
 Best site-art_painting              | Epoch:3 | Val Acc: 0.5000
 Best site-art_painting              | Epoch:3 | Val Acc: 0.4681
 Best site-art_painting              | Epoch:3 | Val Acc: 0.4353
 Best site-cartoon                   | Epoch:3 | Val Acc: 0.2857
 Best site-cartoon                   | Epoch:3 | Val Acc: 0.3377
 Best site-sketch                    | Epoch:3 | Val Acc: 0.0769
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/q-ffl...
============ Train epoch 4 ============
denominator: 35469.96875
 Site-photo                         | Train Loss: 1.6185 | Train Acc: 0.9286
 Site-photo                         | Train Loss: 1.7302 | Train Acc: 0.8333
 Site-photo                         | Train Loss: 1.6975 | Train Acc: 0.8333
 Site-photo                         | Train Loss: 1.6431 | Train Acc: 0.9032
 Site-photo                         | Train Loss: 1.6947 | Train Acc: 0.9250
 Site-photo                         | Train Loss: 1.7169 | Train Acc: 0.8269
 Site-photo                         | Train Loss: 1.6775 | Train Acc: 0.8824
 Site-photo                         | Train Loss: 1.6928 | Train Acc: 0.8864
 Site-photo                         | Train Loss: 1.7128 | Train Acc: 0.8584
 Site-photo                         | Train Loss: 1.6889 | Train Acc: 0.8836
 Site-art_painting                  | Train Loss: 1.8107 | Train Acc: 0.5000
 Site-art_painting                  | Train Loss: 1.8412 | Train Acc: 0.4545
 Site-art_painting                  | Train Loss: 1.7977 | Train Acc: 0.5000
 Site-art_painting                  | Train Loss: 1.7784 | Train Acc: 0.5139
 Site-art_painting                  | Train Loss: 1.7913 | Train Acc: 0.5000
 Site-cartoon                       | Train Loss: 1.8561 | Train Acc: 0.3636
 Site-cartoon                       | Train Loss: 1.8640 | Train Acc: 0.3652
 Site-sketch                        | Train Loss: 1.9490 | Train Acc: 0.1207
Average Train Accuracy: 0.6711
 Site-photo                         | Val  Loss: 1.7270 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.7368 | Val  Acc: 0.8333
 Site-photo                         | Val  Loss: 1.7777 | Val  Acc: 0.6875
 Site-photo                         | Val  Loss: 1.7353 | Val  Acc: 0.9048
 Site-photo                         | Val  Loss: 1.7090 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.6879 | Val  Acc: 0.9143
 Site-photo                         | Val  Loss: 1.6949 | Val  Acc: 0.8667
 Site-photo                         | Val  Loss: 1.6978 | Val  Acc: 0.8621
 Site-photo                         | Val  Loss: 1.6909 | Val  Acc: 0.8533
 Site-photo                         | Val  Loss: 1.7028 | Val  Acc: 0.8660
 Site-art_painting                  | Val  Loss: 1.8435 | Val  Acc: 0.3750
 Site-art_painting                  | Val  Loss: 1.8534 | Val  Acc: 0.3333
 Site-art_painting                  | Val  Loss: 1.8118 | Val  Acc: 0.4231
 Site-art_painting                  | Val  Loss: 1.7969 | Val  Acc: 0.4681
 Site-art_painting                  | Val  Loss: 1.8138 | Val  Acc: 0.4706
 Site-cartoon                       | Val  Loss: 1.8714 | Val  Acc: 0.2857
 Site-cartoon                       | Val  Loss: 1.8745 | Val  Acc: 0.2857
 Site-sketch                        | Val  Loss: 1.9421 | Val  Acc: 0.0256
Average Valid Accuracy: 0.6240
 Best site-photo                     | Epoch:4 | Val Acc: 0.8889
 Best site-photo                     | Epoch:4 | Val Acc: 0.8333
 Best site-photo                     | Epoch:4 | Val Acc: 0.6875
 Best site-photo                     | Epoch:4 | Val Acc: 0.9048
 Best site-photo                     | Epoch:4 | Val Acc: 0.8889
 Best site-photo                     | Epoch:4 | Val Acc: 0.9143
 Best site-photo                     | Epoch:4 | Val Acc: 0.8667
 Best site-photo                     | Epoch:4 | Val Acc: 0.8621
 Best site-photo                     | Epoch:4 | Val Acc: 0.8533
 Best site-photo                     | Epoch:4 | Val Acc: 0.8660
 Best site-art_painting              | Epoch:4 | Val Acc: 0.3750
 Best site-art_painting              | Epoch:4 | Val Acc: 0.3333
 Best site-art_painting              | Epoch:4 | Val Acc: 0.4231
 Best site-art_painting              | Epoch:4 | Val Acc: 0.4681
 Best site-art_painting              | Epoch:4 | Val Acc: 0.4706
 Best site-cartoon                   | Epoch:4 | Val Acc: 0.2857
 Best site-cartoon                   | Epoch:4 | Val Acc: 0.2857
 Best site-sketch                    | Epoch:4 | Val Acc: 0.0256
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/q-ffl...
============ Train epoch 5 ============
denominator: 34753.9765625
 Site-photo                         | Train Loss: 1.5879 | Train Acc: 0.9286
 Site-photo                         | Train Loss: 1.6825 | Train Acc: 0.7778
 Site-photo                         | Train Loss: 1.6620 | Train Acc: 0.8750
 Site-photo                         | Train Loss: 1.5948 | Train Acc: 0.9355
 Site-photo                         | Train Loss: 1.6400 | Train Acc: 0.9250
 Site-photo                         | Train Loss: 1.6571 | Train Acc: 0.9231
 Site-photo                         | Train Loss: 1.6632 | Train Acc: 0.9559
 Site-photo                         | Train Loss: 1.6407 | Train Acc: 0.8977
 Site-photo                         | Train Loss: 1.6575 | Train Acc: 0.9204
 Site-photo                         | Train Loss: 1.6512 | Train Acc: 0.9247
 Site-art_painting                  | Train Loss: 1.7881 | Train Acc: 0.4167
 Site-art_painting                  | Train Loss: 1.7892 | Train Acc: 0.4091
 Site-art_painting                  | Train Loss: 1.7846 | Train Acc: 0.5250
 Site-art_painting                  | Train Loss: 1.7648 | Train Acc: 0.5278
 Site-art_painting                  | Train Loss: 1.7761 | Train Acc: 0.5625
 Site-cartoon                       | Train Loss: 1.8635 | Train Acc: 0.2727
 Site-cartoon                       | Train Loss: 1.8396 | Train Acc: 0.4522
 Site-sketch                        | Train Loss: 1.9445 | Train Acc: 0.1034
Average Train Accuracy: 0.6852
 Site-photo                         | Val  Loss: 1.6490 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.6819 | Val  Acc: 0.8333
 Site-photo                         | Val  Loss: 1.7141 | Val  Acc: 0.9375
 Site-photo                         | Val  Loss: 1.6769 | Val  Acc: 0.9524
 Site-photo                         | Val  Loss: 1.6407 | Val  Acc: 0.9630
 Site-photo                         | Val  Loss: 1.6366 | Val  Acc: 0.9714
 Site-photo                         | Val  Loss: 1.6539 | Val  Acc: 0.8667
 Site-photo                         | Val  Loss: 1.6418 | Val  Acc: 0.9483
 Site-photo                         | Val  Loss: 1.6352 | Val  Acc: 0.9333
 Site-photo                         | Val  Loss: 1.6430 | Val  Acc: 0.9381
 Site-art_painting                  | Val  Loss: 1.7568 | Val  Acc: 0.5000
 Site-art_painting                  | Val  Loss: 1.7830 | Val  Acc: 0.6000
 Site-art_painting                  | Val  Loss: 1.7445 | Val  Acc: 0.5385
 Site-art_painting                  | Val  Loss: 1.8053 | Val  Acc: 0.4894
 Site-art_painting                  | Val  Loss: 1.7833 | Val  Acc: 0.5412
 Site-cartoon                       | Val  Loss: 1.8534 | Val  Acc: 0.1429
 Site-cartoon                       | Val  Loss: 1.8511 | Val  Acc: 0.3896
 Site-sketch                        | Val  Loss: 1.9208 | Val  Acc: 0.1282
Average Valid Accuracy: 0.6979
 Best site-photo                     | Epoch:5 | Val Acc: 0.8889
 Best site-photo                     | Epoch:5 | Val Acc: 0.8333
 Best site-photo                     | Epoch:5 | Val Acc: 0.9375
 Best site-photo                     | Epoch:5 | Val Acc: 0.9524
 Best site-photo                     | Epoch:5 | Val Acc: 0.9630
 Best site-photo                     | Epoch:5 | Val Acc: 0.9714
 Best site-photo                     | Epoch:5 | Val Acc: 0.8667
 Best site-photo                     | Epoch:5 | Val Acc: 0.9483
 Best site-photo                     | Epoch:5 | Val Acc: 0.9333
 Best site-photo                     | Epoch:5 | Val Acc: 0.9381
 Best site-art_painting              | Epoch:5 | Val Acc: 0.5000
 Best site-art_painting              | Epoch:5 | Val Acc: 0.6000
 Best site-art_painting              | Epoch:5 | Val Acc: 0.5385
 Best site-art_painting              | Epoch:5 | Val Acc: 0.4894
 Best site-art_painting              | Epoch:5 | Val Acc: 0.5412
 Best site-cartoon                   | Epoch:5 | Val Acc: 0.1429
 Best site-cartoon                   | Epoch:5 | Val Acc: 0.3896
 Best site-sketch                    | Epoch:5 | Val Acc: 0.1282
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/q-ffl...
============ Train epoch 6 ============
denominator: 34061.328125
 Site-photo                         | Train Loss: 1.5056 | Train Acc: 0.9286
 Site-photo                         | Train Loss: 1.6422 | Train Acc: 0.8333
 Site-photo                         | Train Loss: 1.6049 | Train Acc: 0.9167
 Site-photo                         | Train Loss: 1.5557 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.5815 | Train Acc: 0.9500
 Site-photo                         | Train Loss: 1.6197 | Train Acc: 0.8654
 Site-photo                         | Train Loss: 1.6185 | Train Acc: 0.9706
 Site-photo                         | Train Loss: 1.5929 | Train Acc: 0.8864
 Site-photo                         | Train Loss: 1.6008 | Train Acc: 0.9646
 Site-photo                         | Train Loss: 1.6030 | Train Acc: 0.9452
 Site-art_painting                  | Train Loss: 1.7374 | Train Acc: 0.5833
 Site-art_painting                  | Train Loss: 1.7715 | Train Acc: 0.4091
 Site-art_painting                  | Train Loss: 1.7847 | Train Acc: 0.5750
 Site-art_painting                  | Train Loss: 1.7358 | Train Acc: 0.5694
 Site-art_painting                  | Train Loss: 1.7460 | Train Acc: 0.5469
 Site-cartoon                       | Train Loss: 1.8357 | Train Acc: 0.4545
 Site-cartoon                       | Train Loss: 1.8329 | Train Acc: 0.4087
 Site-sketch                        | Train Loss: 1.9521 | Train Acc: 0.0517
Average Train Accuracy: 0.7144
 Site-photo                         | Val  Loss: 1.6139 | Val  Acc: 0.7778
 Site-photo                         | Val  Loss: 1.6456 | Val  Acc: 0.9167
 Site-photo                         | Val  Loss: 1.6585 | Val  Acc: 0.9375
 Site-photo                         | Val  Loss: 1.6402 | Val  Acc: 0.9524
 Site-photo                         | Val  Loss: 1.6008 | Val  Acc: 0.9630
 Site-photo                         | Val  Loss: 1.5761 | Val  Acc: 0.9714
 Site-photo                         | Val  Loss: 1.6015 | Val  Acc: 0.9111
 Site-photo                         | Val  Loss: 1.5984 | Val  Acc: 0.8966
 Site-photo                         | Val  Loss: 1.5773 | Val  Acc: 0.9733
 Site-photo                         | Val  Loss: 1.5982 | Val  Acc: 0.9278
 Site-art_painting                  | Val  Loss: 1.7476 | Val  Acc: 0.6250
 Site-art_painting                  | Val  Loss: 1.7504 | Val  Acc: 0.6000
 Site-art_painting                  | Val  Loss: 1.7152 | Val  Acc: 0.5769
 Site-art_painting                  | Val  Loss: 1.7348 | Val  Acc: 0.5957
 Site-art_painting                  | Val  Loss: 1.7613 | Val  Acc: 0.5765
 Site-cartoon                       | Val  Loss: 1.8634 | Val  Acc: 0.2857
 Site-cartoon                       | Val  Loss: 1.8362 | Val  Acc: 0.4416
 Site-sketch                        | Val  Loss: 1.9354 | Val  Acc: 0.1026
Average Valid Accuracy: 0.7240
 Best site-photo                     | Epoch:6 | Val Acc: 0.7778
 Best site-photo                     | Epoch:6 | Val Acc: 0.9167
 Best site-photo                     | Epoch:6 | Val Acc: 0.9375
 Best site-photo                     | Epoch:6 | Val Acc: 0.9524
 Best site-photo                     | Epoch:6 | Val Acc: 0.9630
 Best site-photo                     | Epoch:6 | Val Acc: 0.9714
 Best site-photo                     | Epoch:6 | Val Acc: 0.9111
 Best site-photo                     | Epoch:6 | Val Acc: 0.8966
 Best site-photo                     | Epoch:6 | Val Acc: 0.9733
 Best site-photo                     | Epoch:6 | Val Acc: 0.9278
 Best site-art_painting              | Epoch:6 | Val Acc: 0.6250
 Best site-art_painting              | Epoch:6 | Val Acc: 0.6000
 Best site-art_painting              | Epoch:6 | Val Acc: 0.5769
 Best site-art_painting              | Epoch:6 | Val Acc: 0.5957
 Best site-art_painting              | Epoch:6 | Val Acc: 0.5765
