===2023-08-10 20:45:45===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[14,18,24,31,40,52,68,88,113,146,12,22,40,72,128,11,115,58,
client_nums=[10,5,2,1,]
len_dataset=[1000,462,213,98,]
domain number = 4
============ Train epoch 0 ============
 Site-photo                         | Train Loss: 1.8358 | Train Acc: 0.5000
 Best site-art_painting              | Epoch:0 | Val Acc: 0.2553
 Best site-art_painting              | Epoch:0 | Val Acc: 0.2471
 Best site-cartoon                   | Epoch:0 | Val Acc: 0.5714
 Best site-cartoon                   | Epoch:0 | Val Acc: 0.2078
 Best site-sketch                    | Epoch:0 | Val Acc: 0.2564
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedmix...
============ Train epoch 1 ============
 Site-photo                         | Train Loss: 1.7440 | Train Acc: 0.6429
 Site-photo                         | Train Loss: 1.7956 | Train Acc: 0.7778
 Site-photo                         | Train Loss: 1.7384 | Train Acc: 0.7917
 Site-photo                         | Train Loss: 1.7833 | Train Acc: 0.6452
 Site-photo                         | Train Loss: 1.7538 | Train Acc: 0.8250
 Site-photo                         | Train Loss: 1.7953 | Train Acc: 0.6538
 Site-photo                         | Train Loss: 1.8076 | Train Acc: 0.6618
 Site-photo                         | Train Loss: 1.7670 | Train Acc: 0.6705
 Site-photo                         | Train Loss: 1.7777 | Train Acc: 0.6726
 Site-photo                         | Train Loss: 1.7966 | Train Acc: 0.7260
 Site-art_painting                  | Train Loss: 1.9118 | Train Acc: 0.2500
 Site-art_painting                  | Train Loss: 1.8845 | Train Acc: 0.3182
 Site-art_painting                  | Train Loss: 1.8554 | Train Acc: 0.4250
 Site-art_painting                  | Train Loss: 1.8540 | Train Acc: 0.4306
 Site-art_painting                  | Train Loss: 1.8751 | Train Acc: 0.3594
 Site-cartoon                       | Train Loss: 1.9014 | Train Acc: 0.2727
 Site-cartoon                       | Train Loss: 1.8874 | Train Acc: 0.3304
 Site-sketch                        | Train Loss: 1.9271 | Train Acc: 0.2241
Average Train Accuracy: 0.5376
 Site-photo                         | Val  Loss: 1.7666 | Val  Acc: 0.5556
 Site-photo                         | Val  Loss: 1.7815 | Val  Acc: 0.7500
 Site-photo                         | Val  Loss: 1.7976 | Val  Acc: 0.6875
 Site-photo                         | Val  Loss: 1.7731 | Val  Acc: 0.8095
 Site-photo                         | Val  Loss: 1.7817 | Val  Acc: 0.7037
 Site-photo                         | Val  Loss: 1.7488 | Val  Acc: 0.7429
 Site-photo                         | Val  Loss: 1.7536 | Val  Acc: 0.6889
 Site-photo                         | Val  Loss: 1.7967 | Val  Acc: 0.6207
 Site-photo                         | Val  Loss: 1.7941 | Val  Acc: 0.6267
 Site-photo                         | Val  Loss: 1.7762 | Val  Acc: 0.6598
 Site-art_painting                  | Val  Loss: 1.8812 | Val  Acc: 0.2500
 Site-art_painting                  | Val  Loss: 1.8668 | Val  Acc: 0.3333
 Site-art_painting                  | Val  Loss: 1.8795 | Val  Acc: 0.3462
 Site-art_painting                  | Val  Loss: 1.8631 | Val  Acc: 0.4043
 Site-art_painting                  | Val  Loss: 1.8783 | Val  Acc: 0.4000
 Site-cartoon                       | Val  Loss: 1.8510 | Val  Acc: 0.5714
 Site-cartoon                       | Val  Loss: 1.8880 | Val  Acc: 0.2727
 Site-sketch                        | Val  Loss: 1.9299 | Val  Acc: 0.1795
Average Valid Accuracy: 0.5335
 Best site-photo                     | Epoch:1 | Val Acc: 0.5556
 Best site-photo                     | Epoch:1 | Val Acc: 0.7500
 Best site-photo                     | Epoch:1 | Val Acc: 0.6875
 Best site-photo                     | Epoch:1 | Val Acc: 0.8095
 Best site-photo                     | Epoch:1 | Val Acc: 0.7037
 Best site-photo                     | Epoch:1 | Val Acc: 0.7429
 Best site-photo                     | Epoch:1 | Val Acc: 0.6889
 Best site-photo                     | Epoch:1 | Val Acc: 0.6207
 Best site-photo                     | Epoch:1 | Val Acc: 0.6267
 Best site-photo                     | Epoch:1 | Val Acc: 0.6598
 Best site-art_painting              | Epoch:1 | Val Acc: 0.2500
 Best site-art_painting              | Epoch:1 | Val Acc: 0.3333
 Best site-art_painting              | Epoch:1 | Val Acc: 0.3462
 Best site-art_painting              | Epoch:1 | Val Acc: 0.4043
 Best site-art_painting              | Epoch:1 | Val Acc: 0.4000
 Best site-cartoon                   | Epoch:1 | Val Acc: 0.5714
 Best site-cartoon                   | Epoch:1 | Val Acc: 0.2727
 Best site-sketch                    | Epoch:1 | Val Acc: 0.1795
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedmix...
============ Train epoch 2 ============
 Site-photo                         | Train Loss: 1.6564 | Train Acc: 0.8571
 Site-photo                         | Train Loss: 1.7347 | Train Acc: 0.8333
 Site-photo                         | Train Loss: 1.6749 | Train Acc: 0.7917
 Site-photo                         | Train Loss: 1.7000 | Train Acc: 0.8710
 Site-photo                         | Train Loss: 1.6955 | Train Acc: 0.8500
 Site-photo                         | Train Loss: 1.7296 | Train Acc: 0.7500
 Site-photo                         | Train Loss: 1.6982 | Train Acc: 0.8088
 Site-photo                         | Train Loss: 1.7048 | Train Acc: 0.8636
 Site-photo                         | Train Loss: 1.7128 | Train Acc: 0.8142
 Site-photo                         | Train Loss: 1.7003 | Train Acc: 0.8562
 Site-art_painting                  | Train Loss: 1.8783 | Train Acc: 0.2500
 Site-art_painting                  | Train Loss: 1.8152 | Train Acc: 0.4545
 Site-art_painting                  | Train Loss: 1.8308 | Train Acc: 0.5000
 Site-art_painting                  | Train Loss: 1.8202 | Train Acc: 0.4028
 Site-art_painting                  | Train Loss: 1.8399 | Train Acc: 0.5078
 Site-cartoon                       | Train Loss: 1.8718 | Train Acc: 0.3636
 Site-cartoon                       | Train Loss: 1.8597 | Train Acc: 0.3478
 Site-sketch                        | Train Loss: 1.9372 | Train Acc: 0.1552
Average Train Accuracy: 0.6265
 Site-photo                         | Val  Loss: 1.7188 | Val  Acc: 0.7778
 Site-photo                         | Val  Loss: 1.7321 | Val  Acc: 0.8333
 Site-photo                         | Val  Loss: 1.7223 | Val  Acc: 0.6875
 Site-photo                         | Val  Loss: 1.7284 | Val  Acc: 0.8571
 Site-photo                         | Val  Loss: 1.7170 | Val  Acc: 0.8519
 Site-photo                         | Val  Loss: 1.6748 | Val  Acc: 0.7429
 Site-photo                         | Val  Loss: 1.6880 | Val  Acc: 0.8444
 Site-photo                         | Val  Loss: 1.7158 | Val  Acc: 0.8448
 Site-photo                         | Val  Loss: 1.7180 | Val  Acc: 0.8000
 Site-photo                         | Val  Loss: 1.7047 | Val  Acc: 0.7835
 Site-art_painting                  | Val  Loss: 1.8830 | Val  Acc: 0.3750
 Site-art_painting                  | Val  Loss: 1.8317 | Val  Acc: 0.4667
 Site-art_painting                  | Val  Loss: 1.8693 | Val  Acc: 0.4615
 Site-art_painting                  | Val  Loss: 1.8104 | Val  Acc: 0.6170
 Site-art_painting                  | Val  Loss: 1.8328 | Val  Acc: 0.4588
 Site-cartoon                       | Val  Loss: 1.8253 | Val  Acc: 0.4286
 Site-cartoon                       | Val  Loss: 1.8719 | Val  Acc: 0.3636
 Site-sketch                        | Val  Loss: 1.9217 | Val  Acc: 0.2821
Average Valid Accuracy: 0.6376
 Best site-photo                     | Epoch:2 | Val Acc: 0.7778
 Best site-photo                     | Epoch:2 | Val Acc: 0.8333
 Best site-photo                     | Epoch:2 | Val Acc: 0.6875
 Best site-photo                     | Epoch:2 | Val Acc: 0.8571
 Best site-photo                     | Epoch:2 | Val Acc: 0.8519
 Best site-photo                     | Epoch:2 | Val Acc: 0.7429
 Best site-photo                     | Epoch:2 | Val Acc: 0.8444
 Best site-photo                     | Epoch:2 | Val Acc: 0.8448
 Best site-photo                     | Epoch:2 | Val Acc: 0.8000
 Best site-photo                     | Epoch:2 | Val Acc: 0.7835
 Best site-art_painting              | Epoch:2 | Val Acc: 0.3750
 Best site-art_painting              | Epoch:2 | Val Acc: 0.4667
 Best site-art_painting              | Epoch:2 | Val Acc: 0.4615
 Best site-art_painting              | Epoch:2 | Val Acc: 0.6170
 Best site-art_painting              | Epoch:2 | Val Acc: 0.4588
 Best site-cartoon                   | Epoch:2 | Val Acc: 0.4286
 Best site-cartoon                   | Epoch:2 | Val Acc: 0.3636
 Best site-sketch                    | Epoch:2 | Val Acc: 0.2821
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedmix...
============ Train epoch 3 ============
 Site-photo                         | Train Loss: 1.5818 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.6542 | Train Acc: 0.8889
 Site-photo                         | Train Loss: 1.6090 | Train Acc: 0.8750
 Site-photo                         | Train Loss: 1.6333 | Train Acc: 0.8710
 Site-photo                         | Train Loss: 1.6072 | Train Acc: 0.9000
 Site-photo                         | Train Loss: 1.6655 | Train Acc: 0.8269
 Site-photo                         | Train Loss: 1.6506 | Train Acc: 0.8088
 Site-photo                         | Train Loss: 1.6280 | Train Acc: 0.9205
 Site-photo                         | Train Loss: 1.6424 | Train Acc: 0.8850
 Site-photo                         | Train Loss: 1.6576 | Train Acc: 0.8836
 Site-art_painting                  | Train Loss: 1.8317 | Train Acc: 0.5000
 Site-art_painting                  | Train Loss: 1.8157 | Train Acc: 0.4545
 Site-art_painting                  | Train Loss: 1.7895 | Train Acc: 0.6500
 Site-art_painting                  | Train Loss: 1.8213 | Train Acc: 0.5694
 Site-art_painting                  | Train Loss: 1.8102 | Train Acc: 0.5625
 Site-cartoon                       | Train Loss: 1.8708 | Train Acc: 0.4545
 Site-cartoon                       | Train Loss: 1.8428 | Train Acc: 0.4522
 Site-sketch                        | Train Loss: 1.9267 | Train Acc: 0.2414
Average Train Accuracy: 0.7080
 Site-photo                         | Val  Loss: 1.6361 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.6658 | Val  Acc: 0.8333
 Site-photo                         | Val  Loss: 1.6723 | Val  Acc: 0.7500
 Site-photo                         | Val  Loss: 1.6631 | Val  Acc: 0.8095
 Site-photo                         | Val  Loss: 1.6314 | Val  Acc: 0.9630
 Site-photo                         | Val  Loss: 1.5914 | Val  Acc: 0.9143
 Site-photo                         | Val  Loss: 1.6218 | Val  Acc: 0.9333
 Site-photo                         | Val  Loss: 1.6613 | Val  Acc: 0.8966
 Site-photo                         | Val  Loss: 1.6711 | Val  Acc: 0.8533
 Site-photo                         | Val  Loss: 1.6351 | Val  Acc: 0.8557
 Site-art_painting                  | Val  Loss: 1.8307 | Val  Acc: 0.5000
 Site-art_painting                  | Val  Loss: 1.8048 | Val  Acc: 0.4667
 Site-art_painting                  | Val  Loss: 1.8067 | Val  Acc: 0.5385
 Site-art_painting                  | Val  Loss: 1.8024 | Val  Acc: 0.5319
 Site-art_painting                  | Val  Loss: 1.8035 | Val  Acc: 0.5176
 Site-cartoon                       | Val  Loss: 1.8023 | Val  Acc: 0.8571
 Site-cartoon                       | Val  Loss: 1.8558 | Val  Acc: 0.4156
 Site-sketch                        | Val  Loss: 1.9243 | Val  Acc: 0.1795
Average Valid Accuracy: 0.7058
 Best site-photo                     | Epoch:3 | Val Acc: 0.8889
 Best site-photo                     | Epoch:3 | Val Acc: 0.8333
 Best site-photo                     | Epoch:3 | Val Acc: 0.7500
 Best site-photo                     | Epoch:3 | Val Acc: 0.8095
 Best site-photo                     | Epoch:3 | Val Acc: 0.9630
 Best site-photo                     | Epoch:3 | Val Acc: 0.9143
 Best site-photo                     | Epoch:3 | Val Acc: 0.9333
 Best site-photo                     | Epoch:3 | Val Acc: 0.8966
 Best site-photo                     | Epoch:3 | Val Acc: 0.8533
 Best site-photo                     | Epoch:3 | Val Acc: 0.8557
 Best site-art_painting              | Epoch:3 | Val Acc: 0.5000
 Best site-art_painting              | Epoch:3 | Val Acc: 0.4667
 Best site-art_painting              | Epoch:3 | Val Acc: 0.5385
 Best site-art_painting              | Epoch:3 | Val Acc: 0.5319
 Best site-art_painting              | Epoch:3 | Val Acc: 0.5176
 Best site-cartoon                   | Epoch:3 | Val Acc: 0.8571
 Best site-cartoon                   | Epoch:3 | Val Acc: 0.4156
 Best site-sketch                    | Epoch:3 | Val Acc: 0.1795
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedmix...
============ Train epoch 4 ============
 Site-photo                         | Train Loss: 1.4940 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.5963 | Train Acc: 0.8889
 Site-photo                         | Train Loss: 1.5244 | Train Acc: 0.9167
 Site-photo                         | Train Loss: 1.5680 | Train Acc: 0.9355
 Site-photo                         | Train Loss: 1.5455 | Train Acc: 0.9750
 Site-photo                         | Train Loss: 1.5969 | Train Acc: 0.8846
 Site-photo                         | Train Loss: 1.5136 | Train Acc: 0.9265
 Site-photo                         | Train Loss: 1.5663 | Train Acc: 0.9432
 Site-photo                         | Train Loss: 1.5732 | Train Acc: 0.9292
 Site-photo                         | Train Loss: 1.5820 | Train Acc: 0.9247
 Site-art_painting                  | Train Loss: 1.7997 | Train Acc: 0.5000
 Site-art_painting                  | Train Loss: 1.7860 | Train Acc: 0.5455
 Site-art_painting                  | Train Loss: 1.7530 | Train Acc: 0.6750
 Site-art_painting                  | Train Loss: 1.7457 | Train Acc: 0.6806
 Site-art_painting                  | Train Loss: 1.7766 | Train Acc: 0.5859
 Site-cartoon                       | Train Loss: 1.8518 | Train Acc: 0.2727
 Site-cartoon                       | Train Loss: 1.8157 | Train Acc: 0.4870
 Site-sketch                        | Train Loss: 1.9126 | Train Acc: 0.2586
Average Train Accuracy: 0.7405
 Site-photo                         | Val  Loss: 1.5683 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.5992 | Val  Acc: 0.8333
 Site-photo                         | Val  Loss: 1.6424 | Val  Acc: 0.8750
 Site-photo                         | Val  Loss: 1.5945 | Val  Acc: 0.9048
 Site-photo                         | Val  Loss: 1.5885 | Val  Acc: 0.9630
 Site-photo                         | Val  Loss: 1.5271 | Val  Acc: 0.9143
 Site-photo                         | Val  Loss: 1.5480 | Val  Acc: 0.9556
 Site-photo                         | Val  Loss: 1.5933 | Val  Acc: 0.9138
 Site-photo                         | Val  Loss: 1.5799 | Val  Acc: 0.9200
 Site-photo                         | Val  Loss: 1.5670 | Val  Acc: 0.9381
 Site-art_painting                  | Val  Loss: 1.7891 | Val  Acc: 0.6250
 Site-art_painting                  | Val  Loss: 1.7391 | Val  Acc: 0.6667
 Site-art_painting                  | Val  Loss: 1.7721 | Val  Acc: 0.5769
 Site-art_painting                  | Val  Loss: 1.7414 | Val  Acc: 0.7021
 Site-art_painting                  | Val  Loss: 1.7656 | Val  Acc: 0.5647
 Site-cartoon                       | Val  Loss: 1.8128 | Val  Acc: 0.4286
 Site-cartoon                       | Val  Loss: 1.8495 | Val  Acc: 0.4545
 Site-sketch                        | Val  Loss: 1.9161 | Val  Acc: 0.2564
Average Valid Accuracy: 0.7434
 Best site-photo                     | Epoch:4 | Val Acc: 0.8889
 Best site-photo                     | Epoch:4 | Val Acc: 0.8333
 Best site-photo                     | Epoch:4 | Val Acc: 0.8750
 Best site-photo                     | Epoch:4 | Val Acc: 0.9048
 Best site-photo                     | Epoch:4 | Val Acc: 0.9630
 Best site-photo                     | Epoch:4 | Val Acc: 0.9143
 Best site-photo                     | Epoch:4 | Val Acc: 0.9556
 Best site-photo                     | Epoch:4 | Val Acc: 0.9138
 Best site-photo                     | Epoch:4 | Val Acc: 0.9200
 Best site-photo                     | Epoch:4 | Val Acc: 0.9381
 Best site-art_painting              | Epoch:4 | Val Acc: 0.6250
 Best site-art_painting              | Epoch:4 | Val Acc: 0.6667
 Best site-art_painting              | Epoch:4 | Val Acc: 0.5769
 Best site-art_painting              | Epoch:4 | Val Acc: 0.7021
 Best site-art_painting              | Epoch:4 | Val Acc: 0.5647
 Best site-cartoon                   | Epoch:4 | Val Acc: 0.4286
 Best site-cartoon                   | Epoch:4 | Val Acc: 0.4545
 Best site-sketch                    | Epoch:4 | Val Acc: 0.2564
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedmix...
============ Train epoch 5 ============
 Site-photo                         | Train Loss: 1.4191 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.5289 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 1.4780 | Train Acc: 0.8750
 Site-photo                         | Train Loss: 1.4933 | Train Acc: 0.9355
 Site-photo                         | Train Loss: 1.4739 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.5509 | Train Acc: 0.9423
 Site-photo                         | Train Loss: 1.4912 | Train Acc: 0.9265
 Site-photo                         | Train Loss: 1.5075 | Train Acc: 0.9773
 Site-photo                         | Train Loss: 1.5178 | Train Acc: 0.9381
 Site-photo                         | Train Loss: 1.5192 | Train Acc: 0.9315
 Site-art_painting                  | Train Loss: 1.7276 | Train Acc: 0.6667
 Site-art_painting                  | Train Loss: 1.7410 | Train Acc: 0.5909
 Site-art_painting                  | Train Loss: 1.7164 | Train Acc: 0.6750
 Site-art_painting                  | Train Loss: 1.7428 | Train Acc: 0.6250
 Site-art_painting                  | Train Loss: 1.7308 | Train Acc: 0.6406
 Site-cartoon                       | Train Loss: 1.8051 | Train Acc: 0.6364
 Site-cartoon                       | Train Loss: 1.7742 | Train Acc: 0.5739
 Site-sketch                        | Train Loss: 1.9200 | Train Acc: 0.2414
Average Train Accuracy: 0.7845
 Site-photo                         | Val  Loss: 1.4847 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.5407 | Val  Acc: 0.8333
 Site-photo                         | Val  Loss: 1.5595 | Val  Acc: 0.8750
 Site-photo                         | Val  Loss: 1.5387 | Val  Acc: 0.9524
 Site-photo                         | Val  Loss: 1.5043 | Val  Acc: 0.9630
 Site-photo                         | Val  Loss: 1.4613 | Val  Acc: 0.9714
 Site-photo                         | Val  Loss: 1.4880 | Val  Acc: 0.9778
 Site-photo                         | Val  Loss: 1.5302 | Val  Acc: 0.9655
 Site-photo                         | Val  Loss: 1.5178 | Val  Acc: 0.9333
 Site-photo                         | Val  Loss: 1.5015 | Val  Acc: 0.9588
 Site-art_painting                  | Val  Loss: 1.8087 | Val  Acc: 0.3750
 Site-art_painting                  | Val  Loss: 1.7075 | Val  Acc: 0.7333
 Site-art_painting                  | Val  Loss: 1.7287 | Val  Acc: 0.6154
 Site-art_painting                  | Val  Loss: 1.7186 | Val  Acc: 0.6596
 Site-art_painting                  | Val  Loss: 1.7385 | Val  Acc: 0.6118
 Site-cartoon                       | Val  Loss: 1.7735 | Val  Acc: 0.7143
 Site-cartoon                       | Val  Loss: 1.8060 | Val  Acc: 0.5065
 Site-sketch                        | Val  Loss: 1.8951 | Val  Acc: 0.2051
Average Valid Accuracy: 0.7634
 Best site-photo                     | Epoch:5 | Val Acc: 0.8889
 Best site-photo                     | Epoch:5 | Val Acc: 0.8333
 Best site-photo                     | Epoch:5 | Val Acc: 0.8750
 Best site-photo                     | Epoch:5 | Val Acc: 0.9524
 Best site-photo                     | Epoch:5 | Val Acc: 0.9630
 Best site-photo                     | Epoch:5 | Val Acc: 0.9714
 Best site-photo                     | Epoch:5 | Val Acc: 0.9778
 Best site-photo                     | Epoch:5 | Val Acc: 0.9655
 Best site-photo                     | Epoch:5 | Val Acc: 0.9333
 Best site-photo                     | Epoch:5 | Val Acc: 0.9588
 Best site-art_painting              | Epoch:5 | Val Acc: 0.3750
 Best site-art_painting              | Epoch:5 | Val Acc: 0.7333
 Best site-art_painting              | Epoch:5 | Val Acc: 0.6154
 Best site-art_painting              | Epoch:5 | Val Acc: 0.6596
 Best site-art_painting              | Epoch:5 | Val Acc: 0.6118
 Best site-cartoon                   | Epoch:5 | Val Acc: 0.7143
 Best site-cartoon                   | Epoch:5 | Val Acc: 0.5065
 Best site-sketch                    | Epoch:5 | Val Acc: 0.2051
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/fedmix...
============ Train epoch 6 ============
 Site-photo                         | Train Loss: 1.3668 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.4659 | Train Acc: 0.9444
 Site-photo                         | Train Loss: 1.3987 | Train Acc: 0.9167
 Site-photo                         | Train Loss: 1.4316 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.4104 | Train Acc: 1.0000
 Site-photo                         | Train Loss: 1.4806 | Train Acc: 0.9231
 Site-photo                         | Train Loss: 1.4115 | Train Acc: 0.9706
 Site-photo                         | Train Loss: 1.4492 | Train Acc: 0.9545
 Site-photo                         | Train Loss: 1.4508 | Train Acc: 0.9381
 Site-photo                         | Train Loss: 1.4501 | Train Acc: 0.9315
 Site-art_painting                  | Train Loss: 1.7080 | Train Acc: 0.5833
 Site-art_painting                  | Train Loss: 1.7232 | Train Acc: 0.5909
 Site-art_painting                  | Train Loss: 1.7142 | Train Acc: 0.6500
 Site-art_painting                  | Train Loss: 1.6963 | Train Acc: 0.6250
 Site-art_painting                  | Train Loss: 1.7118 | Train Acc: 0.6094
 Site-cartoon                       | Train Loss: 1.8171 | Train Acc: 0.5455
 Site-cartoon                       | Train Loss: 1.7651 | Train Acc: 0.5565
 Site-sketch                        | Train Loss: 1.9165 | Train Acc: 0.1897
Average Train Accuracy: 0.7738
 Site-photo                         | Val  Loss: 1.4703 | Val  Acc: 0.8889
 Site-photo                         | Val  Loss: 1.4929 | Val  Acc: 0.8333
 Site-photo                         | Val  Loss: 1.5134 | Val  Acc: 0.8750
 Site-photo                         | Val  Loss: 1.4843 | Val  Acc: 0.9524
 Site-photo                         | Val  Loss: 1.4399 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.3942 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.4392 | Val  Acc: 1.0000
 Site-photo                         | Val  Loss: 1.4660 | Val  Acc: 0.9828
 Site-photo                         | Val  Loss: 1.4688 | Val  Acc: 0.9733
 Site-photo                         | Val  Loss: 1.4361 | Val  Acc: 0.9588
 Site-art_painting                  | Val  Loss: 1.7402 | Val  Acc: 0.5000
 Site-art_painting                  | Val  Loss: 1.7074 | Val  Acc: 0.6667
 Site-art_painting                  | Val  Loss: 1.6858 | Val  Acc: 0.7692
 Site-art_painting                  | Val  Loss: 1.6794 | Val  Acc: 0.7021
 Site-art_painting                  | Val  Loss: 1.6945 | Val  Acc: 0.6941
 Site-cartoon                       | Val  Loss: 1.7918 | Val  Acc: 0.2857
 Site-cartoon                       | Val  Loss: 1.7993 | Val  Acc: 0.5195
 Site-sketch                        | Val  Loss: 1.8968 | Val  Acc: 0.2564
Average Valid Accuracy: 0.7699
 Best site-photo                     | Epoch:6 | Val Acc: 0.8889
 Best site-photo                     | Epoch:6 | Val Acc: 0.8333
 Best site-photo                     | Epoch:6 | Val Acc: 0.8750
 Best site-photo                     | Epoch:6 | Val Acc: 0.9524
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 1.0000
 Best site-photo                     | Epoch:6 | Val Acc: 0.9828
 Best site-photo                     | Epoch:6 | Val Acc: 0.9733
 Best site-photo                     | Epoch:6 | Val Acc: 0.9588
 Best site-art_painting              | Epoch:6 | Val Acc: 0.5000
 Best site-art_painting              | Epoch:6 | Val Acc: 0.6667
 Best site-art_painting              | Epoch:6 | Val Acc: 0.7692
 Best site-art_painting              | Epoch:6 | Val Acc: 0.7021
 Best site-art_painting              | Epoch:6 | Val Acc: 0.6941
 Best site-cartoon                   | Epoch:6 | Val Acc: 0.2857
 Best site-cartoon                   | Epoch:6 | Val Acc: 0.5195
 Best site-sketch                    | Epoch:6 | Val Acc: 0.2564
