===2023-07-28 11:21:22===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[115,161,225,316,442,126,177,248,348,147,206,289,191,267,327,234,
client_nums=[5,4,3,2,1,1,]
len_dataset=[2103,1502,1072,765,546,390,]
domain number = 6
============ Train epoch 0 ============
denominator: 42969.27734375
 Site-Clipart                       | Train Loss: 2.2275 | Train Acc: 0.3478
 Site-Painting                      | Val  Loss: 2.2191 | Val  Acc: 0.3504
 Site-Painting                      | Val  Loss: 2.2147 | Val  Acc: 0.4062
 Site-Sketch                        | Val  Loss: 2.2160 | Val  Acc: 0.3071
 Site-Sketch                        | Val  Loss: 2.2326 | Val  Acc: 0.3202
 Site-QuickDraw                     | Val  Loss: 2.3074 | Val  Acc: 0.1514
 Site-Infograph                     | Val  Loss: 2.2793 | Val  Acc: 0.2115
Average Valid Accuracy: 0.3630
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.4079
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.4393
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.3733
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.2857
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.3390
 Best site-Real                      | Epoch:0 | Val Acc: 0.4048
 Best site-Real                      | Epoch:0 | Val Acc: 0.4576
 Best site-Real                      | Epoch:0 | Val Acc: 0.5273
 Best site-Real                      | Epoch:0 | Val Acc: 0.4892
 Best site-Painting                  | Epoch:0 | Val Acc: 0.3367
 Best site-Painting                  | Epoch:0 | Val Acc: 0.3504
 Best site-Painting                  | Epoch:0 | Val Acc: 0.4062
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.3071
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.3202
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.1514
 Best site-Infograph                 | Epoch:0 | Val Acc: 0.2115
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_2/q-ffl...
============ Train epoch 1 ============
denominator: 41588.1953125
 Site-Clipart                       | Train Loss: 2.1410 | Train Acc: 0.4957
 Site-Clipart                       | Train Loss: 2.1476 | Train Acc: 0.5093
 Site-Clipart                       | Train Loss: 2.1415 | Train Acc: 0.5067
 Site-Clipart                       | Train Loss: 2.1356 | Train Acc: 0.5506
 Site-Clipart                       | Train Loss: 2.1461 | Train Acc: 0.5136
 Site-Real                          | Train Loss: 2.0977 | Train Acc: 0.7302
 Site-Real                          | Train Loss: 2.0966 | Train Acc: 0.7401
 Site-Real                          | Train Loss: 2.0893 | Train Acc: 0.7782
 Site-Real                          | Train Loss: 2.1071 | Train Acc: 0.7040
 Site-Painting                      | Train Loss: 2.1102 | Train Acc: 0.6599
 Site-Painting                      | Train Loss: 2.1291 | Train Acc: 0.6214
 Site-Painting                      | Train Loss: 2.1162 | Train Acc: 0.6332
 Site-Sketch                        | Train Loss: 2.1351 | Train Acc: 0.5236
 Site-Sketch                        | Train Loss: 2.1360 | Train Acc: 0.5206
 Site-QuickDraw                     | Train Loss: 2.2774 | Train Acc: 0.1651
 Site-Infograph                     | Train Loss: 2.2512 | Train Acc: 0.2393
Average Train Accuracy: 0.5557
 Site-Clipart                       | Val  Loss: 2.0902 | Val  Acc: 0.5921
 Site-Clipart                       | Val  Loss: 2.1285 | Val  Acc: 0.5327
 Site-Clipart                       | Val  Loss: 2.1335 | Val  Acc: 0.5933
 Site-Clipart                       | Val  Loss: 2.1279 | Val  Acc: 0.5571
 Site-Clipart                       | Val  Loss: 2.1369 | Val  Acc: 0.5356
 Site-Real                          | Val  Loss: 2.0967 | Val  Acc: 0.7024
 Site-Real                          | Val  Loss: 2.0953 | Val  Acc: 0.7542
 Site-Real                          | Val  Loss: 2.0853 | Val  Acc: 0.7273
 Site-Real                          | Val  Loss: 2.0872 | Val  Acc: 0.7879
 Site-Painting                      | Val  Loss: 2.1244 | Val  Acc: 0.5714
 Site-Painting                      | Val  Loss: 2.1300 | Val  Acc: 0.5474
 Site-Painting                      | Val  Loss: 2.1162 | Val  Acc: 0.6615
 Site-Sketch                        | Val  Loss: 2.1155 | Val  Acc: 0.5669
 Site-Sketch                        | Val  Loss: 2.1411 | Val  Acc: 0.4551
 Site-QuickDraw                     | Val  Loss: 2.2864 | Val  Acc: 0.1468
 Site-Infograph                     | Val  Loss: 2.2521 | Val  Acc: 0.2756
Average Valid Accuracy: 0.5630
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.5921
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.5327
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.5933
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.5571
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.5356
 Best site-Real                      | Epoch:1 | Val Acc: 0.7024
 Best site-Real                      | Epoch:1 | Val Acc: 0.7542
 Best site-Real                      | Epoch:1 | Val Acc: 0.7273
 Best site-Real                      | Epoch:1 | Val Acc: 0.7879
 Best site-Painting                  | Epoch:1 | Val Acc: 0.5714
 Best site-Painting                  | Epoch:1 | Val Acc: 0.5474
 Best site-Painting                  | Epoch:1 | Val Acc: 0.6615
 Best site-Sketch                    | Epoch:1 | Val Acc: 0.5669
 Best site-Sketch                    | Epoch:1 | Val Acc: 0.4551
 Best site-QuickDraw                 | Epoch:1 | Val Acc: 0.1468
 Best site-Infograph                 | Epoch:1 | Val Acc: 0.2756
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_2/q-ffl...
============ Train epoch 2 ============
denominator: 40338.92578125
 Site-Clipart                       | Train Loss: 2.0592 | Train Acc: 0.6261
 Site-Clipart                       | Train Loss: 2.0474 | Train Acc: 0.6398
 Site-Clipart                       | Train Loss: 2.0606 | Train Acc: 0.6489
 Site-Clipart                       | Train Loss: 2.0553 | Train Acc: 0.6741
 Site-Clipart                       | Train Loss: 2.0647 | Train Acc: 0.6380
 Site-Real                          | Train Loss: 2.0007 | Train Acc: 0.8333
 Site-Real                          | Train Loss: 1.9893 | Train Acc: 0.8475
 Site-Real                          | Train Loss: 1.9820 | Train Acc: 0.8710
 Site-Real                          | Train Loss: 2.0074 | Train Acc: 0.8247
 Site-Painting                      | Train Loss: 2.0350 | Train Acc: 0.7007
 Site-Painting                      | Train Loss: 2.0228 | Train Acc: 0.7136
 Site-Painting                      | Train Loss: 2.0272 | Train Acc: 0.6817
 Site-Sketch                        | Train Loss: 2.0484 | Train Acc: 0.6283
 Site-Sketch                        | Train Loss: 2.0511 | Train Acc: 0.6442
 Site-QuickDraw                     | Train Loss: 2.2581 | Train Acc: 0.2141
 Site-Infograph                     | Train Loss: 2.2147 | Train Acc: 0.3120
Average Train Accuracy: 0.6561
 Site-Clipart                       | Val  Loss: 2.0028 | Val  Acc: 0.6711
 Site-Clipart                       | Val  Loss: 2.0490 | Val  Acc: 0.6355
 Site-Clipart                       | Val  Loss: 2.0638 | Val  Acc: 0.7067
 Site-Clipart                       | Val  Loss: 2.0468 | Val  Acc: 0.6429
 Site-Clipart                       | Val  Loss: 2.0607 | Val  Acc: 0.6068
 Site-Real                          | Val  Loss: 1.9957 | Val  Acc: 0.7976
 Site-Real                          | Val  Loss: 1.9928 | Val  Acc: 0.8644
 Site-Real                          | Val  Loss: 1.9764 | Val  Acc: 0.8909
 Site-Real                          | Val  Loss: 1.9765 | Val  Acc: 0.8918
 Site-Painting                      | Val  Loss: 2.0224 | Val  Acc: 0.6939
 Site-Painting                      | Val  Loss: 2.0314 | Val  Acc: 0.6277
 Site-Painting                      | Val  Loss: 2.0251 | Val  Acc: 0.7448
 Site-Sketch                        | Val  Loss: 2.0503 | Val  Acc: 0.6378
 Site-Sketch                        | Val  Loss: 2.0645 | Val  Acc: 0.5730
 Site-QuickDraw                     | Val  Loss: 2.2682 | Val  Acc: 0.2110
 Site-Infograph                     | Val  Loss: 2.2037 | Val  Acc: 0.3397
Average Valid Accuracy: 0.6585
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.6711
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.6355
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.7067
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.6429
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.6068
 Best site-Real                      | Epoch:2 | Val Acc: 0.7976
 Best site-Real                      | Epoch:2 | Val Acc: 0.8644
 Best site-Real                      | Epoch:2 | Val Acc: 0.8909
 Best site-Real                      | Epoch:2 | Val Acc: 0.8918
 Best site-Painting                  | Epoch:2 | Val Acc: 0.6939
 Best site-Painting                  | Epoch:2 | Val Acc: 0.6277
 Best site-Painting                  | Epoch:2 | Val Acc: 0.7448
 Best site-Sketch                    | Epoch:2 | Val Acc: 0.6378
 Best site-Sketch                    | Epoch:2 | Val Acc: 0.5730
 Best site-QuickDraw                 | Epoch:2 | Val Acc: 0.2110
 Best site-Infograph                 | Epoch:2 | Val Acc: 0.3397
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_2/q-ffl...
============ Train epoch 3 ============
denominator: 38997.484375
 Site-Clipart                       | Train Loss: 1.9735 | Train Acc: 0.6609
 Site-Clipart                       | Train Loss: 1.9495 | Train Acc: 0.7516
 Site-Clipart                       | Train Loss: 1.9926 | Train Acc: 0.6978
 Site-Clipart                       | Train Loss: 1.9638 | Train Acc: 0.7468
 Site-Clipart                       | Train Loss: 1.9916 | Train Acc: 0.6833
 Site-Real                          | Train Loss: 1.9037 | Train Acc: 0.9048
 Site-Real                          | Train Loss: 1.8825 | Train Acc: 0.8927
 Site-Real                          | Train Loss: 1.8686 | Train Acc: 0.8992
 Site-Real                          | Train Loss: 1.9125 | Train Acc: 0.8333
 Site-Painting                      | Train Loss: 1.9206 | Train Acc: 0.7483
 Site-Painting                      | Train Loss: 1.9680 | Train Acc: 0.7621
 Site-Painting                      | Train Loss: 1.9416 | Train Acc: 0.7266
 Site-Sketch                        | Train Loss: 1.9746 | Train Acc: 0.6649
 Site-Sketch                        | Train Loss: 1.9672 | Train Acc: 0.6742
 Site-QuickDraw                     | Train Loss: 2.2232 | Train Acc: 0.2661
 Site-Infograph                     | Train Loss: 2.1816 | Train Acc: 0.3761
Average Train Accuracy: 0.7055
 Site-Clipart                       | Val  Loss: 1.8984 | Val  Acc: 0.7895
 Site-Clipart                       | Val  Loss: 1.9562 | Val  Acc: 0.7196
 Site-Clipart                       | Val  Loss: 1.9687 | Val  Acc: 0.7267
 Site-Clipart                       | Val  Loss: 1.9568 | Val  Acc: 0.7571
 Site-Clipart                       | Val  Loss: 1.9778 | Val  Acc: 0.6746
 Site-Real                          | Val  Loss: 1.8984 | Val  Acc: 0.8571
 Site-Real                          | Val  Loss: 1.8895 | Val  Acc: 0.9068
 Site-Real                          | Val  Loss: 1.8621 | Val  Acc: 0.8970
 Site-Real                          | Val  Loss: 1.8732 | Val  Acc: 0.9134
 Site-Painting                      | Val  Loss: 1.9505 | Val  Acc: 0.7143
 Site-Painting                      | Val  Loss: 1.9400 | Val  Acc: 0.6788
 Site-Painting                      | Val  Loss: 1.9418 | Val  Acc: 0.7604
 Site-Sketch                        | Val  Loss: 1.9642 | Val  Acc: 0.7638
 Site-Sketch                        | Val  Loss: 1.9941 | Val  Acc: 0.6685
 Site-QuickDraw                     | Val  Loss: 2.2525 | Val  Acc: 0.2615
 Site-Infograph                     | Val  Loss: 2.1625 | Val  Acc: 0.3974
Average Valid Accuracy: 0.7179
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.7895
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.7196
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.7267
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.7571
 Best site-Clipart                   | Epoch:3 | Val Acc: 0.6746
 Best site-Real                      | Epoch:3 | Val Acc: 0.8571
 Best site-Real                      | Epoch:3 | Val Acc: 0.9068
 Best site-Real                      | Epoch:3 | Val Acc: 0.8970
 Best site-Real                      | Epoch:3 | Val Acc: 0.9134
 Best site-Painting                  | Epoch:3 | Val Acc: 0.7143
 Best site-Painting                  | Epoch:3 | Val Acc: 0.6788
 Best site-Painting                  | Epoch:3 | Val Acc: 0.7604
 Best site-Sketch                    | Epoch:3 | Val Acc: 0.7638
 Best site-Sketch                    | Epoch:3 | Val Acc: 0.6685
 Best site-QuickDraw                 | Epoch:3 | Val Acc: 0.2615
 Best site-Infograph                 | Epoch:3 | Val Acc: 0.3974
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_2/q-ffl...
============ Train epoch 4 ============
denominator: 37669.8125
 Site-Clipart                       | Train Loss: 1.8941 | Train Acc: 0.7043
 Site-Clipart                       | Train Loss: 1.8757 | Train Acc: 0.7578
 Site-Clipart                       | Train Loss: 1.9161 | Train Acc: 0.7333
 Site-Clipart                       | Train Loss: 1.8940 | Train Acc: 0.7690
 Site-Clipart                       | Train Loss: 1.9031 | Train Acc: 0.7579
 Site-Real                          | Train Loss: 1.8113 | Train Acc: 0.9048
 Site-Real                          | Train Loss: 1.7731 | Train Acc: 0.9153
 Site-Real                          | Train Loss: 1.7605 | Train Acc: 0.9315
 Site-Real                          | Train Loss: 1.8120 | Train Acc: 0.8621
 Site-Painting                      | Train Loss: 1.8279 | Train Acc: 0.7687
 Site-Painting                      | Train Loss: 1.8743 | Train Acc: 0.8010
 Site-Painting                      | Train Loss: 1.8567 | Train Acc: 0.7612
 Site-Sketch                        | Train Loss: 1.8859 | Train Acc: 0.6911
 Site-Sketch                        | Train Loss: 1.8799 | Train Acc: 0.7191
 Site-QuickDraw                     | Train Loss: 2.2174 | Train Acc: 0.2936
 Site-Infograph                     | Train Loss: 2.1432 | Train Acc: 0.4103
Average Train Accuracy: 0.7363
 Site-Clipart                       | Val  Loss: 1.8129 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.8795 | Val  Acc: 0.7757
 Site-Clipart                       | Val  Loss: 1.8936 | Val  Acc: 0.7933
 Site-Clipart                       | Val  Loss: 1.8570 | Val  Acc: 0.7667
 Site-Clipart                       | Val  Loss: 1.9126 | Val  Acc: 0.7254
 Site-Real                          | Val  Loss: 1.7865 | Val  Acc: 0.8452
 Site-Real                          | Val  Loss: 1.7913 | Val  Acc: 0.8983
 Site-Real                          | Val  Loss: 1.7613 | Val  Acc: 0.9212
 Site-Real                          | Val  Loss: 1.7596 | Val  Acc: 0.9394
 Site-Painting                      | Val  Loss: 1.8379 | Val  Acc: 0.7347
 Site-Painting                      | Val  Loss: 1.8446 | Val  Acc: 0.7737
 Site-Painting                      | Val  Loss: 1.8673 | Val  Acc: 0.7656
 Site-Sketch                        | Val  Loss: 1.8861 | Val  Acc: 0.7244
 Site-Sketch                        | Val  Loss: 1.9043 | Val  Acc: 0.7079
 Site-QuickDraw                     | Val  Loss: 2.2368 | Val  Acc: 0.2294
 Site-Infograph                     | Val  Loss: 2.1231 | Val  Acc: 0.3846
Average Valid Accuracy: 0.7335
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.7500
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.7757
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.7933
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.7667
 Best site-Clipart                   | Epoch:4 | Val Acc: 0.7254
 Best site-Real                      | Epoch:4 | Val Acc: 0.8452
 Best site-Real                      | Epoch:4 | Val Acc: 0.8983
 Best site-Real                      | Epoch:4 | Val Acc: 0.9212
 Best site-Real                      | Epoch:4 | Val Acc: 0.9394
 Best site-Painting                  | Epoch:4 | Val Acc: 0.7347
 Best site-Painting                  | Epoch:4 | Val Acc: 0.7737
 Best site-Painting                  | Epoch:4 | Val Acc: 0.7656
 Best site-Sketch                    | Epoch:4 | Val Acc: 0.7244
 Best site-Sketch                    | Epoch:4 | Val Acc: 0.7079
 Best site-QuickDraw                 | Epoch:4 | Val Acc: 0.2294
 Best site-Infograph                 | Epoch:4 | Val Acc: 0.3846
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_2/q-ffl...
============ Train epoch 5 ============
denominator: 36317.30859375
 Site-Clipart                       | Train Loss: 1.8107 | Train Acc: 0.8000
 Site-Clipart                       | Train Loss: 1.7954 | Train Acc: 0.8261
 Site-Clipart                       | Train Loss: 1.8376 | Train Acc: 0.7733
 Site-Clipart                       | Train Loss: 1.8085 | Train Acc: 0.7753
 Site-Clipart                       | Train Loss: 1.8158 | Train Acc: 0.7760
 Site-Real                          | Train Loss: 1.7097 | Train Acc: 0.9206
 Site-Real                          | Train Loss: 1.6741 | Train Acc: 0.9209
 Site-Real                          | Train Loss: 1.6654 | Train Acc: 0.9355
 Site-Real                          | Train Loss: 1.7233 | Train Acc: 0.8707
 Site-Painting                      | Train Loss: 1.7517 | Train Acc: 0.8299
 Site-Painting                      | Train Loss: 1.7702 | Train Acc: 0.7961
 Site-Painting                      | Train Loss: 1.7830 | Train Acc: 0.7751
 Site-Sketch                        | Train Loss: 1.8072 | Train Acc: 0.7173
 Site-Sketch                        | Train Loss: 1.8209 | Train Acc: 0.7154
 Site-QuickDraw                     | Train Loss: 2.1844 | Train Acc: 0.3028
 Site-Infograph                     | Train Loss: 2.1213 | Train Acc: 0.3803
Average Train Accuracy: 0.7572
 Site-Clipart                       | Val  Loss: 1.7331 | Val  Acc: 0.7632
 Site-Clipart                       | Val  Loss: 1.8120 | Val  Acc: 0.7383
 Site-Clipart                       | Val  Loss: 1.8122 | Val  Acc: 0.8200
 Site-Clipart                       | Val  Loss: 1.7794 | Val  Acc: 0.8048
 Site-Clipart                       | Val  Loss: 1.8340 | Val  Acc: 0.7322
 Site-Real                          | Val  Loss: 1.7091 | Val  Acc: 0.8333
 Site-Real                          | Val  Loss: 1.7000 | Val  Acc: 0.9322
 Site-Real                          | Val  Loss: 1.6602 | Val  Acc: 0.9333
 Site-Real                          | Val  Loss: 1.6640 | Val  Acc: 0.9481
 Site-Painting                      | Val  Loss: 1.7313 | Val  Acc: 0.8265
 Site-Painting                      | Val  Loss: 1.7720 | Val  Acc: 0.7737
 Site-Painting                      | Val  Loss: 1.7619 | Val  Acc: 0.7812
 Site-Sketch                        | Val  Loss: 1.7985 | Val  Acc: 0.7008
 Site-Sketch                        | Val  Loss: 1.8203 | Val  Acc: 0.7079
 Site-QuickDraw                     | Val  Loss: 2.2177 | Val  Acc: 0.2936
 Site-Infograph                     | Val  Loss: 2.0864 | Val  Acc: 0.4103
Average Valid Accuracy: 0.7500
 Best site-Clipart                   | Epoch:5 | Val Acc: 0.7632
 Best site-Clipart                   | Epoch:5 | Val Acc: 0.7383
 Best site-Clipart                   | Epoch:5 | Val Acc: 0.8200
 Best site-Clipart                   | Epoch:5 | Val Acc: 0.8048
 Best site-Clipart                   | Epoch:5 | Val Acc: 0.7322
 Best site-Real                      | Epoch:5 | Val Acc: 0.8333
 Best site-Real                      | Epoch:5 | Val Acc: 0.9322
 Best site-Real                      | Epoch:5 | Val Acc: 0.9333
 Best site-Real                      | Epoch:5 | Val Acc: 0.9481
 Best site-Painting                  | Epoch:5 | Val Acc: 0.8265
 Best site-Painting                  | Epoch:5 | Val Acc: 0.7737
 Best site-Painting                  | Epoch:5 | Val Acc: 0.7812
 Best site-Sketch                    | Epoch:5 | Val Acc: 0.7008
 Best site-Sketch                    | Epoch:5 | Val Acc: 0.7079
 Best site-QuickDraw                 | Epoch:5 | Val Acc: 0.2936
 Best site-Infograph                 | Epoch:5 | Val Acc: 0.4103
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_2/q-ffl...
============ Train epoch 6 ============
denominator: 35136.04296875
 Site-Clipart                       | Train Loss: 1.7350 | Train Acc: 0.7565
 Site-Clipart                       | Train Loss: 1.7208 | Train Acc: 0.7640
 Site-Clipart                       | Train Loss: 1.7673 | Train Acc: 0.7689
 Site-Clipart                       | Train Loss: 1.7242 | Train Acc: 0.8196
 Site-Clipart                       | Train Loss: 1.7461 | Train Acc: 0.7896
 Site-Real                          | Train Loss: 1.6344 | Train Acc: 0.9127
 Site-Real                          | Train Loss: 1.5658 | Train Acc: 0.9209
 Site-Real                          | Train Loss: 1.5642 | Train Acc: 0.9395
 Site-Real                          | Train Loss: 1.6376 | Train Acc: 0.9023
 Site-Painting                      | Train Loss: 1.6910 | Train Acc: 0.8163
 Site-Painting                      | Train Loss: 1.6615 | Train Acc: 0.8155
 Site-Painting                      | Train Loss: 1.6854 | Train Acc: 0.7889
 Site-Sketch                        | Train Loss: 1.7362 | Train Acc: 0.7068
 Site-Sketch                        | Train Loss: 1.7463 | Train Acc: 0.7341
 Site-QuickDraw                     | Train Loss: 2.1726 | Train Acc: 0.3425
 Site-Infograph                     | Train Loss: 2.0827 | Train Acc: 0.3974
Average Train Accuracy: 0.7610
 Site-Clipart                       | Val  Loss: 1.6477 | Val  Acc: 0.7895
 Site-Clipart                       | Val  Loss: 1.7203 | Val  Acc: 0.7850
 Site-Clipart                       | Val  Loss: 1.7446 | Val  Acc: 0.8467
 Site-Clipart                       | Val  Loss: 1.7130 | Val  Acc: 0.8143
 Site-Clipart                       | Val  Loss: 1.7607 | Val  Acc: 0.7763
 Site-Real                          | Val  Loss: 1.6119 | Val  Acc: 0.8929
 Site-Real                          | Val  Loss: 1.6019 | Val  Acc: 0.9322
 Site-Real                          | Val  Loss: 1.5540 | Val  Acc: 0.9333
 Site-Real                          | Val  Loss: 1.5681 | Val  Acc: 0.9307
 Site-Painting                      | Val  Loss: 1.6376 | Val  Acc: 0.8265
 Site-Painting                      | Val  Loss: 1.6736 | Val  Acc: 0.7810
 Site-Painting                      | Val  Loss: 1.6796 | Val  Acc: 0.8021
 Site-Sketch                        | Val  Loss: 1.7449 | Val  Acc: 0.7087
 Site-Sketch                        | Val  Loss: 1.7419 | Val  Acc: 0.7191
 Site-QuickDraw                     | Val  Loss: 2.1870 | Val  Acc: 0.3394
 Site-Infograph                     | Val  Loss: 2.0398 | Val  Acc: 0.4295
Average Valid Accuracy: 0.7692
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.7895
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.7850
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.8467
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.8143
 Best site-Clipart                   | Epoch:6 | Val Acc: 0.7763
 Best site-Real                      | Epoch:6 | Val Acc: 0.8929
 Best site-Real                      | Epoch:6 | Val Acc: 0.9322
 Best site-Real                      | Epoch:6 | Val Acc: 0.9333
 Best site-Real                      | Epoch:6 | Val Acc: 0.9307
 Best site-Painting                  | Epoch:6 | Val Acc: 0.8265
 Best site-Painting                  | Epoch:6 | Val Acc: 0.7810
 Best site-Painting                  | Epoch:6 | Val Acc: 0.8021
 Best site-Sketch                    | Epoch:6 | Val Acc: 0.7087
 Best site-Sketch                    | Epoch:6 | Val Acc: 0.7191
 Best site-QuickDraw                 | Epoch:6 | Val Acc: 0.3394
 Best site-Infograph                 | Epoch:6 | Val Acc: 0.4295
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_uneven_1.4_2/q-ffl...
============ Train epoch 7 ============
denominator: 34016.7890625
 Site-Clipart                       | Train Loss: 1.6714 | Train Acc: 0.7913
 Site-Clipart                       | Train Loss: 1.6307 | Train Acc: 0.8323
 Site-Clipart                       | Train Loss: 1.6965 | Train Acc: 0.7867
 Site-Clipart                       | Train Loss: 1.6658 | Train Acc: 0.8259
 Site-Clipart                       | Train Loss: 1.6851 | Train Acc: 0.7828
 Site-Real                          | Train Loss: 1.5255 | Train Acc: 0.9206
 Site-Real                          | Train Loss: 1.4686 | Train Acc: 0.9322
 Site-Real                          | Train Loss: 1.4504 | Train Acc: 0.9435
 Site-Real                          | Train Loss: 1.5368 | Train Acc: 0.8966
 Site-Painting                      | Train Loss: 1.5875 | Train Acc: 0.8639
 Site-Painting                      | Train Loss: 1.6269 | Train Acc: 0.8155
 Site-Painting                      | Train Loss: 1.6127 | Train Acc: 0.8097
 Site-Sketch                        | Train Loss: 1.6683 | Train Acc: 0.7173
 Site-Sketch                        | Train Loss: 1.6686 | Train Acc: 0.7341
 Site-QuickDraw                     | Train Loss: 2.1312 | Train Acc: 0.3394
 Site-Infograph                     | Train Loss: 2.0644 | Train Acc: 0.4017
Average Train Accuracy: 0.7746
 Site-Clipart                       | Val  Loss: 1.5648 | Val  Acc: 0.7895
 Site-Clipart                       | Val  Loss: 1.6709 | Val  Acc: 0.7664
 Site-Clipart                       | Val  Loss: 1.6658 | Val  Acc: 0.8467
 Site-Clipart                       | Val  Loss: 1.6146 | Val  Acc: 0.8286
 Site-Clipart                       | Val  Loss: 1.6738 | Val  Acc: 0.7932
 Site-Real                          | Val  Loss: 1.5113 | Val  Acc: 0.9048
 Site-Real                          | Val  Loss: 1.5176 | Val  Acc: 0.9407
 Site-Real                          | Val  Loss: 1.4483 | Val  Acc: 0.9455
 Site-Real                          | Val  Loss: 1.4616 | Val  Acc: 0.9481
 Site-Painting                      | Val  Loss: 1.5566 | Val  Acc: 0.8571
 Site-Painting                      | Val  Loss: 1.6047 | Val  Acc: 0.7737
